Wr = 0.01
0.0183665,0.0011727,-0.00225695,-0.00336556
0.0367331,0.00234519,-0.00451244,-0.00672629
0.0550996,0.00351727,-0.00676499,-0.0100774
0.0734661,0.00468872,-0.00901315,-0.013414
0.0918327,0.00585935,-0.0112555,-0.0167315
0.110199,0.00702894,-0.0134904,-0.0200249
0.128566,0.0081973,-0.0157167,-0.0232896
0.146932,0.0093642,-0.0179327,-0.026521
0.165299,0.0105295,-0.0201371,-0.0297144
0.183665,0.0116929,-0.0223283,-0.0328651
0.202032,0.0128542,-0.0245051,-0.0359688
0.220398,0.0140132,-0.026666,-0.0390209
0.238765,0.0151698,-0.0288095,-0.0420171
0.257131,0.0163238,-0.0309344,-0.044953
0.275498,0.0174748,-0.0330391,-0.0478246
0.293865,0.0186228,-0.0351224,-0.0506276
0.312231,0.0197674,-0.0371829,-0.0533581
0.330598,0.0209086,-0.0392192,-0.0560121
0.348964,0.0220461,-0.0412301,-0.0585858
0.367331,0.0231798,-0.0432142,-0.0610756
0.385697,0.0243093,-0.0451702,-0.0634779
0.404064,0.0254346,-0.0470969,-0.0657892
0.42243,0.0265553,-0.0489931,-0.0680063
0.440797,0.0276715,-0.0508574,-0.0701259
0.459163,0.0287827,-0.0526888,-0.0721451
0.47753,0.0298889,-0.0544859,-0.0740609
0.495896,0.0309898,-0.0562477,-0.0758706
0.514263,0.0320853,-0.057973,-0.0775717
0.532629,0.0331751,-0.0596607,-0.0791616
0.550996,0.0342592,-0.0613096,-0.0806381
0.569363,0.0353372,-0.0629188,-0.0819992
0.587729,0.036409,-0.0644872,-0.0832428
0.606096,0.0374744,-0.0660138,-0.0843671
0.624462,0.0385332,-0.0674976,-0.0853707
0.642829,0.0395853,-0.0689376,-0.086252
0.661195,0.0406305,-0.0703329,-0.0870098
0.679562,0.0416685,-0.0716826,-0.087643
0.697928,0.0426993,-0.0729859,-0.0881508
0.716295,0.0437226,-0.0742419,-0.0885323
0.734661,0.0447382,-0.0754497,-0.0887871
0.753028,0.0457461,-0.0766087,-0.0889148
0.771394,0.0467459,-0.0777181,-0.0889152
0.789761,0.0477376,-0.0787771,-0.0887884
0.808127,0.0487209,-0.0797851,-0.0885344
0.826494,0.0496958,-0.0807414,-0.0881538
0.844861,0.050662,-0.0816455,-0.087647
0.863227,0.0516193,-0.0824968,-0.0870149
0.881594,0.0525677,-0.0832946,-0.0862582
0.89996,0.053507,-0.0840385,-0.0853781
0.918327,0.0544369,-0.0847281,-0.0843758
0.936693,0.0553574,-0.0853629,-0.0832529
0.95506,0.0562683,-0.0859424,-0.0820109
0.973426,0.0571694,-0.0864664,-0.0806516
0.991793,0.0580606,-0.0869345,-0.0791769
1.01016,0.0589417,-0.0873464,-0.0775891
1.02853,0.0598127,-0.0877019,-0.0758903
1.04689,0.0606733,-0.0880007,-0.0740829
1.06526,0.0615234,-0.0882426,-0.0721697
1.08363,0.0623628,-0.0884275,-0.0701533
1.10199,0.0631915,-0.0885554,-0.0680367
1.12036,0.0640094,-0.0886261,-0.0658228
1.13873,0.0648161,-0.0886396,-0.0635148
1.15709,0.0656118,-0.0885958,-0.0611161
1.17546,0.0663961,-0.0884949,-0.05863
1.19382,0.067169,-0.088337,-0.0560602
1.21219,0.0679304,-0.088122,-0.0534103
1.23056,0.0686801,-0.0878503,-0.0506841
1.24892,0.0694181,-0.0875219,-0.0478855
1.26729,0.0701441,-0.0871372,-0.0450186
1.28566,0.0708582,-0.0866962,-0.0420873
1.30402,0.0715601,-0.0861995,-0.039096
1.32239,0.0722498,-0.0856472,-0.0360489
1.34076,0.0729272,-0.0850398,-0.0329503
1.35912,0.0735922,-0.0843777,-0.0298047
1.37749,0.0742446,-0.0836613,-0.0266165
1.39586,0.0748844,-0.082891,-0.0233904
1.41422,0.0755114,-0.0820675,-0.0201309
1.43259,0.0761256,-0.0811911,-0.0168426
1.45096,0.076727,-0.0802626,-0.0135304
1.46932,0.0773153,-0.0792826,-0.0101988
1.48769,0.0778905,-0.0782515,-0.00685273
1.50606,0.0784525,-0.0771703,-0.00349687
1.52442,0.0790013,-0.0760395,-0.000136018
1.54279,0.0795368,-0.0748598,0.00322502
1.56116,0.0800589,-0.0736322,0.00658147
1.57952,0.0805675,-0.0723573,0.00992854
1.59789,0.0810625,-0.071036,0.0132615
1.61625,0.0815439,-0.0696692,0.0165755
1.63462,0.0820117,-0.0682577,0.0198659
1.65299,0.0824657,-0.0668025,0.023128
1.67135,0.0829059,-0.0653045,0.0263572
1.68972,0.0833323,-0.0637647,0.0295489
1.70809,0.0837447,-0.0621841,0.0326984
1.72645,0.0841432,-0.0605637,0.0358015
1.74482,0.0845276,-0.0589046,0.0388536
1.76319,0.0848981,-0.0572078,0.0418504
1.78155,0.0852544,-0.0554744,0.0447876
1.79992,0.0855965,-0.0537056,0.0476611
1.81829,0.0859245,-0.0519025,0.0504669
1.83665,0.0862383,-0.0500662,0.0532009
1.85502,0.0865378,-0.048198,0.0558592
1.87339,0.0868231,-0.046299,0.0584381
1.89175,0.0870941,-0.0443705,0.0609339
1.91012,0.0873507,-0.0424137,0.0633432
1.92849,0.087593,-0.0404299,0.0656624
1.94685,0.0878209,-0.0384203,0.0678883
1.96522,0.0880344,-0.0363862,0.0700178
1.98359,0.0882336,-0.034329,0.0720479
2.00195,0.0884183,-0.0322499,0.0739756
2.02032,0.0885886,-0.0301503,0.0757983
2.03869,0.0887445,-0.0280316,0.0775134
2.05705,0.088886,-0.025895,0.0791185
2.07542,0.089013,-0.023742,0.0806113
2.09378,0.0891256,-0.0215738,0.0819898
2.11215,0.0892238,-0.019392,0.083252
2.13052,0.0893076,-0.0171979,0.084396
2.14888,0.089377,-0.0149929,0.0854204
2.16725,0.089432,-0.0127784,0.0863237
2.18562,0.0894726,-0.0105557,0.0871047
2.20398,0.0894989,-0.00832639,0.0877622
2.22235,0.0895109,-0.0060918,0.0882953
2.24072,0.0895085,-0.00385335,0.0887034
2.25908,0.0894918,-0.00161246,0.0889858
2.27745,0.0894609,0.000629455,0.0891422
2.29582,0.0894157,0.00287097,0.0891724
2.31418,0.0893564,0.00511067,0.0890764
2.33255,0.0892829,0.00734714,0.0888543
2.35092,0.0891952,0.00957897,0.0885065
2.36928,0.0890935,0.0118048,0.0880334
2.38765,0.0889777,0.0140231,0.0874359
2.40602,0.0888479,0.0162326,0.0867147
2.42438,0.0887042,0.0184319,0.085871
2.44275,0.0885466,0.0206195,0.0849058
2.46112,0.0883751,0.0227942,0.0838207
2.47948,0.0881898,0.0249545,0.0826171
2.49785,0.0879908,0.0270992,0.0812968
2.51622,0.0877781,0.0292268,0.0798617
2.53458,0.0875518,0.031336,0.0783139
2.55295,0.0873119,0.0334256,0.0766555
2.57131,0.0870585,0.0354942,0.0748889
2.58968,0.0867917,0.0375405,0.0730167
2.60805,0.0865115,0.0395633,0.0710414
2.62641,0.0862181,0.0415613,0.068966
2.64478,0.0859114,0.0435332,0.0667933
2.66315,0.0855916,0.0454779,0.0645264
2.68151,0.0852587,0.0473941,0.0621686
