0,16.49,26.084,36.744,106.4,13.014,41.354,102.26,14.081,6.9857,3.2011,2.5949,10.479,3.5275,8.9078,4.7407,0.28544,2.1913,0.78968,3.4437,1.579,1.1562,5.905,8.7758,0.008212,0.037621,0.060544,1.1876,28.739,17.1,13.69,24.446,36.744,38.999,46.32,56.921,17.13,21.283,18.566,21.171,32.694,15.051,1.7627,4.5747,10.077,3.5352,7.3582,4.5392,7.6729,1.5703,4.0075,9.1645,14.489,34.072,20.692,30.993,50.777,84.74,63.394,88.461,120.7,61.956,61.11,82.695,108.14,63.44,37.033,23.605,31.287,13.21,14.625,13.723,15.727,12.33,13.694,12.525,6.9325,6.8161,11.528,5.1169,3.8139,4.4776,4.1017,3.3219,3.0573,3.9035,9.0816,3.224,5.2447,3.8737,2.8273,6.0264,3.6816,7.837,0.1741,11.949,9.5124,10.133,11.482,11.042,10.931,10.97,13.709,13.615,13.893,0.27164,0.29127,0.36742,0.24814,0.33246,0.82918,0.47368,3.2674,3.6248,1.4862,1.2026,0.66878,0.9602,0.92848,0.86859,0.76916,1.1462,7.5293,6.0853,5.8979,6.1938,5.6455,9.0449,7.891,9.5591,9.6472,8.9643,10.304,12.18,9.1907,9.1421,9.0988,0.010395,0.0097083,0.0047683,0.015604,0.0077076,0.0039303,0.014084,0.0021242,0.36695,0.5421,6.7387,21.711,31.429,44.966,38.767,32.774,28.83,48.854,61.249,56.919,21.101,21.881,16.905,17.043,19.047,1.717,3.9657,4.4324,16.99,1.7916,2.5417,12.188,8.3181,34.285,31.59,32.144,32.824,56.724,61.667,29.819,28.296,17.653,31.46,28.696,11.512,11.992,17.96,18.97,20.899,12.848,16.658,13.784,12.373,13.915,14.205,13.819,2.9662,2.3138,3.7192,3.623,4.7211,3.8741,9.8491,1.8678,4.8789,5.4205,3.1478,7.0391,3.1871,14.001,0.28754,0.27069,1.303,0.037689,0.14413,0.98269,1.5747,1.3034,1.4906,6.3303,7.061,8.0104,9.1334,8.8904,0.046504,0.027519,0.0071563,0.085283,0.007094,0.013512,0.0082808,0.010504,0.025684,17.97,14.906,13.572,12.95,11.473,1.1978,0.66611,6.5957,7.2028,5.8789,9.3351,8.5403,0.0066039,0.013919,0.0066088,4.4858,6.3998,0.63204,4.9408,11.41,11.136,2.7785,0.48958,4.2239,11.678,5.9505,6.9071,0.01047,0.0029051,0.0066109,0.004944,11.146,13.882,13.883,11.841,6.9735,6.4411,6.8443,5.6617,6.3526,5.9185,11.152,13.464,13.502,13.122,13.828,13.787
16.49,0,20.662,16.177,42.75,58.388,96.198,174.63,60.032,40.436,33.267,29.506,49.882,28.066,42.261,21.791,16.845,19.986,15.892,18.323,15.959,8.9212,27.556,24.781,16.295,18.053,18.322,14.913,22.908,0.015328,6.657,13.743,4.0069,11.22,8.5131,22.104,20.454,1.1711,21.23,1.6468,2.8565,21.935,7.6437,3.7344,14.677,16.68,44.651,35.102,45.063,26.344,32.958,30.44,60.89,77.586,58.121,86.009,99.834,174.54,121.84,179.17,216.99,141.84,136.54,158.39,196.52,118.93,94.41,70.855,93.144,52.605,61.278,59.033,62.81,56.541,58.664,56.271,42.804,43.04,54.153,36.993,34.701,37.084,36.28,32.985,31.711,31.567,37.021,20.364,35.032,18.659,16.986,22.284,18.623,26.322,18.421,27.188,25.847,52.059,25.018,51.697,51.393,50.625,29.225,29.281,29.609,17.736,17.186,16.426,17.076,16.578,11.424,11.403,17.574,17.155,14.84,10.492,10.517,9.5385,9.6757,10.453,10.758,8.941,29.943,27.991,29.489,28.986,34.508,25.984,25.313,25.544,25.783,24.151,24.662,23.408,24.165,23.899,24.025,17.088,17.23,16.93,17.468,17.204,16.968,16.95,16.393,12.001,11.493,2.3044,0.38302,10.664,16.984,8.3915,5.8395,6.7425,10.411,16.795,15.88,1.0692,1.193,2.6431,1.6506,2.23,7.5959,4.2825,3.9451,0.27621,7.4149,16.171,23.465,27.154,97.402,91.7,88.705,85.575,133.4,140.88,88.488,86.983,58.416,93.289,76.211,43.523,51.065,64.057,43.043,47.858,57.313,37.98,58.282,55.718,59.201,59.931,59.796,33.055,30.525,35.137,34.466,26.633,32.069,22.354,20.404,25.156,26.565,20.203,42.824,34.117,30.075,17.042,16.993,19.09,15.024,17.265,10.853,8.722,9.7159,8.2691,29.997,31.026,26.075,24.162,24.18,15.403,17.49,17.095,18.34,16.904,17.445,17.039,17.199,17.652,60.279,38.867,58.621,57.174,51.456,8.8026,10.721,29.654,31.49,27.856,26.815,25.301,16.989,17.45,17.07,18.806,23.498,17.639,23.486,51.237,50.45,11.852,15.668,23.564,7.7224,29.067,29.26,17.265,16.135,17.146,17.065,50.396,29.15,29.827,52.698,31.343,27.874,30.516,27.072,28.73,28.993,50.489,28.745,29.057,29.025,29.434,29.68
26.084,20.662,0,3.5975,53.169,53.054,130.78,229.74,51.417,58.389,43.836,44.049,38.019,48.796,64.79,50.071,21.783,16.38,18.389,12.456,15.598,21.042,55.76,60.226,26.713,26.717,28.309,16.456,0.073437,20.012,4.1767,0.91086,29.537,9.2397,25.279,13.146,1.439,31.601,1.1342,33.975,31.415,2.7074,18.738,17.875,52.691,43.309,39.52,50.724,38.755,39.472,49.523,12.675,68.786,119.7,93.192,107.95,149.59,175.2,169.9,183.14,242.43,138.95,151.55,195.26,229.33,170.55,119.93,96.519,85.025,74.394,52.842,49.738,51.384,49.686,48.449,46.978,55.541,54.294,64.369,52.144,46.57,47.641,45.886,45.368,45.048,49.71,65.873,45.297,54.051,45.798,41.731,53.246,45.296,59.433,30.52,67.153,62.243,48.184,64.822,40.351,40.023,37.846,71.242,71.142,71.779,22.605,21.984,20.928,22.252,21.26,18.228,22.254,12.398,11.536,15.458,28.1,22.311,22.709,23.085,25.674,25.643,21.468,60.491,56.366,56.35,56.974,55.764,61.507,58.938,62.117,62.432,60.112,62.719,64.511,60.511,60.233,60.252,27.108,26.928,26.756,27.08,26.66,26.205,25.483,25.635,22.381,25.352,16.164,21.214,4.809,7.9337,13.433,12.263,7.5709,23.16,27.569,22.259,31.052,31.609,36.455,33.025,35.949,21.62,19.42,21.409,25.566,20.331,13.24,64.572,60.849,101.32,101.02,109.07,114.14,134.43,141.78,98.556,92.307,85.475,92.377,107.96,72.222,70.982,82.457,86.99,91.979,48.918,80.973,46.547,45.895,49.079,50.031,52.577,41.581,40.351,44.784,45.374,52.341,49.361,60.17,40.962,52.205,54.168,44.984,35.7,37.471,72.259,21.905,22.004,18.446,24.616,29.87,27.562,25.801,17.159,18.983,57.614,59.732,59.63,60.411,60.005,26.803,25.762,26.849,29.034,26.949,26.786,26.989,27.042,27.543,85.53,78.474,49.102,47.616,37.883,21.649,24.175,58.185,60.204,55.805,62.555,60.149,26.887,26.888,26.821,47.351,54.819,20.187,51.543,37.597,36.78,11.841,19.798,14.639,44.221,56.376,58.804,26.949,26.12,26.647,26.445,36.617,71.443,71.915,39.504,59.594,57.178,59.055,54.972,57.284,56.271,36.808,70.544,70.818,70.227,71.563,71.673
36.744,16.177,3.5975,0,29.106,77.397,156.03,260.94,76.272,75.717,60.29,58.821,60.301,62.049,81.712,59.483,32.844,28.658,29.015,23.653,26.14,27.728,67.168,68.615,37.22,38.112,39.704,26.563,3.6671,15.322,5.627,1.5994,17.636,1.6778,11.885,3.0966,8.6877,24.77,8.1832,27.247,20.527,11.512,24.691,20.678,55.943,51.164,60.351,66.99,59.723,53.433,65.016,27.588,92.517,139.46,110.88,134.28,171.13,218.27,195.64,226.35,286.34,178.02,187.27,229.35,269.23,194.73,147.01,119.2,116.72,93.988,77.986,74.369,76.951,73.647,73.006,70.933,74.333,73.356,86.282,69.015,63.275,65.194,63.331,61.503,60.67,64.52,79.949,55.015,69.71,54.322,50.175,62.101,53.925,69.08,41.74,74.849,70.698,70.92,71.795,63.133,62.723,60.31,78.895,78.872,79.506,34.064,33.202,31.809,33.41,32.206,26.561,30.409,23.292,22.13,25.478,35.007,29.924,29.662,30.092,32.899,33.07,28.134,72.043,67.87,68.705,68.892,70.845,70.293,68.084,70.407,70.781,68.106,70.186,70.382,68.382,68.011,68.111,37.988,37.896,37.586,38.156,37.637,37.099,36.421,36.281,30.879,33.276,17.435,14.623,0.58987,0.84793,4.1882,4.3964,2.2465,9.8111,11.778,8.2958,24.291,24.53,31.885,28.16,30.281,27.338,22.644,24.099,20.614,26.027,23.662,70.464,70.601,132.6,130.56,136.2,138.97,171.8,180.26,127.42,121.56,105.24,123.48,130.27,88.071,90.586,105.22,98.189,104.41,73.112,91.058,71.021,69.718,73.766,74.89,77.331,58.208,56.062,61.896,62.137,64.061,64.47,66.856,51.632,63.11,65.405,54.677,56.038,54.874,80.14,33.057,33.13,30.484,34.626,40.563,34.792,31.824,24.498,25.354,69.941,72.1,69.06,68.313,68.054,36.829,36.949,37.756,40.37,37.749,37.874,37.855,37.984,38.671,106.11,89.972,73.638,71.799,60.552,28.207,31.744,70.176,72.711,67.374,71.558,68.912,37.736,37.97,37.717,55.561,64.01,31.633,61.62,60.203,59.168,20.06,30.327,28.009,43.893,68.489,70.409,37.933,36.594,37.596,37.37,58.985,78.967,79.747,62.521,72.174,68.404,71.31,66.3,68.979,68.368,59.205,78.113,78.508,78.112,79.246,79.49
106.4,42.75,53.169,29.106,0,185.97,267.19,388.98,186.3,164.33,146.42,140.17,163.01,139.07,169.17,125.58,103.64,102.91,98.573,94.837,95.458,86.075,138.94,131.8,106.44,109.85,111.45,94.644,53.228,41.314,49.087,42.896,23.118,19.506,13.121,13.852,68.644,44.669,67.572,47.438,28.888,75.895,80.953,67.981,104.52,112.83,158.94,152.58,158.7,132.47,148.41,109.34,199.35,234.96,200.5,248.52,271.72,380.13,308.16,388.57,450.55,328.48,328.19,365.63,422.04,302.81,263.33,223.04,246.2,189.05,188.83,183.76,189.01,181.13,182.19,178.4,167.11,166.91,187.94,156.33,150.12,154.45,152.28,146.73,144.44,145.98,159.31,121.98,153.58,117.89,113.52,126.61,117.79,135.85,112.98,136.07,134.07,174.92,130.95,167.27,166.62,163.54,139.99,140.18,140.81,105.99,104.44,102.09,104.48,102.67,89.597,92.937,93.613,91.597,93.312,93.982,90.907,88.771,89.355,92.779,93.525,86.425,144.22,139.92,143.17,142.12,153.07,134.61,133.43,133.31,133.85,130.17,130.75,126.41,130.09,129.46,129.79,108.27,108.42,107.72,108.99,108.19,107.42,106.86,105.89,94.38,95.147,60.381,35.206,27.927,20.032,17.228,21.356,26.438,11.178,6.1984,7.9166,44.39,43.723,58.212,53.65,53.485,82.933,71.144,71.082,45.86,81.559,92.64,126.55,137.67,260.9,253.93,252.7,248.91,317.44,329.03,248.85,244.08,200.78,251.29,233.06,172.48,185.67,209.29,169.37,179.1,181.26,159.07,179.97,176.81,183.32,184.93,187.07,144.83,140.08,149.9,149.15,136.72,146.77,125.2,121.31,133.46,136.69,121.58,153.22,143.71,141.88,104.11,104.11,104.06,102.43,110.31,94.685,88.285,84.703,82.807,144.33,146.61,135.21,130.11,130.27,104.68,108.1,108.11,111.94,107.8,108.74,108.09,108.44,109.65,203.96,162,182.76,179.91,164.36,86.192,92.605,143.61,147.61,139.61,136.49,133.16,107.92,108.82,108.04,118.24,129.48,103.52,129.61,163.84,162.18,82.771,99.607,105.37,82.287,142.27,142.74,108.51,105.72,108.07,107.77,161.94,139.69,141.35,167.32,147.28,139.66,145.49,137.85,141.57,142.1,162.25,138.96,139.71,139.86,140.42,141.05
13.014,58.388,53.054,77.397,185.97,0,26.044,75.276,0.1318,7.1001,5.0935,7.6562,1.5087,11.417,9.739,19.891,12.593,12.285,13.966,15.64,14.957,21.755,17.229,25.789,13.305,11.657,11.66,15.373,55.746,59.399,44.527,56.886,92.792,87.107,105.35,109.89,37.077,67.544,38.911,67.209,86.759,32.018,23.781,32.59,36.904,21.693,1.0741,6.7227,1.144,8.2074,7.66,14.402,2.4656,29.205,19.89,13.781,42.377,35.727,46.974,39.153,69.753,20.669,26.006,50.419,64.782,49.963,18.363,13.351,4.2193,8.9287,0.11973,0.21096,0.44917,0.069115,0.33714,0.31002,4.3136,3.6986,2.959,6.1466,5.207,4.2622,4.1093,5.8011,6.5057,8.842,15.282,17.833,8.5442,20.742,19.883,22.207,20.356,22.469,12.08,30.226,26.385,0.1815,31.149,1.1047,1.151,1.6617,32.042,31.803,32.082,11.819,12.301,13.029,12.367,12.865,18.342,18.272,16.035,16.974,15.85,21.302,19.495,21.031,20.892,20.391,19.909,21.777,18.547,17.222,15.426,16.542,10.023,25.295,23.476,26.746,26.72,26.728,29.047,33.942,27.184,27.314,27.116,12.596,12.432,12.69,12.233,12.416,12.575,12.51,13.048,17.516,18.742,37.695,67.644,73.181,92.258,90.005,81.35,72.61,107.85,124.96,117.18,67.233,68.618,58.786,59.522,63.034,24.145,31.16,32.617,59.719,24.277,16.184,33.91,22.741,7.8482,8.3977,13.433,18.412,18.639,21.469,7.9252,5.7281,12.971,5.4192,19.069,14.315,7.7182,7.6503,30.478,30.037,0.16322,30.314,0.60753,0.41788,0.30874,0.26499,0.043137,4.5557,5.6404,4.3631,4.9188,15.481,8.2541,30.094,14.711,17.182,17.081,17.806,1.7278,3.3595,31.896,12.423,12.454,11.816,14.298,13.054,20.475,23.376,20.715,22.712,15.902,16.536,23.053,27.069,26.55,14.251,12.051,12.547,11.789,12.745,12.211,12.623,12.479,12.139,11.756,25.901,0.2468,0.30255,1.783,22.031,19.552,16.798,16.412,16.897,25.167,24.844,12.654,12.221,12.566,21.936,21.933,12.236,18.82,1.8411,1.9862,20.604,13.83,12.297,45.388,15.935,17.835,12.402,13.367,12.468,12.516,2.0346,32.46,31.872,1.4781,16.05,18.1,16.539,17.143,17.123,15.934,1.9834,31.962,31.767,31.021,32.103,31.805
41.354,96.198,130.78,156.03,267.19,26.044,0,13.933,29.548,14.473,23.2,23.328,39.044,21.594,11.934,26.446,46.222,54.873,51.37,62.777,56.119,53.061,20.781,24.838,40.838,40.038,38.361,54.794,136.23,98.371,102.5,129.18,135.94,158.44,161.94,193.95,107.04,96.596,110.55,93.69,124.49,99.832,57.528,67.361,40.669,32.764,32.314,18.706,33.666,26.935,19.645,70.874,12.663,2.1317,4.9788,2.1061,2.8349,25.07,3.0655,24.089,26.348,20.741,8.5584,7.7385,18.245,3.9642,0.9924,2.6214,22.385,7.9132,28.859,30.837,32.326,28.638,32.246,31.984,16.036,16.884,13.034,17.787,21.272,20.676,21.899,22.1,22.389,19.884,13.869,28.163,17.156,30.126,32.43,26.222,30.169,22.527,36.37,24.611,24.123,26.87,26.861,37.207,37.41,40.077,23.89,23.728,23.619,44.919,45.865,47.494,45.543,46.997,53.839,48.908,62.765,64.733,56.581,45.296,49.776,50.588,50.063,46.923,46.554,52.598,18.901,20.408,19.214,19.576,16.693,23.626,23.659,24.515,24.301,25.735,26.209,29.717,25.893,26.182,25.993,40.054,40.163,40.473,39.907,40.441,41.006,41.767,41.859,48.217,45.917,75.201,108.51,144.24,171.83,155.04,142.49,136.9,169.47,192.88,187.85,96.743,98.072,80.033,84.322,86.104,54.536,64.012,63.344,92.377,56.11,60.796,29.647,21.893,11.372,7.7581,2.516,0.66658,16.375,17.643,7.3943,10.621,4.9993,15.347,1.1858,10.342,9.0644,6.017,14.367,11.789,30.326,17.144,34.574,32.969,31.899,31.306,27.842,24.987,25.843,22.617,22.114,21.719,19.913,28.777,29.116,22.981,21.662,28.367,36.264,29.151,23.177,46.007,45.889,51.015,43.651,37.52,45.11,49.416,56.945,56.292,18.773,17.96,22.883,25.851,25.644,41.284,41.252,40.303,37.684,40.297,40.209,40.192,40.066,39.376,4.8176,14.838,31.305,31.959,40.888,52.613,47.793,19.031,17.61,20.524,22.887,24.069,40.316,40.105,40.342,30.022,24.972,48.302,24.627,41.128,41.651,64.931,49.312,59.941,56.635,19.529,19.382,40.126,41.501,40.479,40.718,41.869,24.157,23.351,39.562,17.723,20.538,18.352,21.206,19.787,19.591,41.647,24.218,23.881,23.542,23.762,23.427
102.26,174.63,229.74,260.94,388.98,75.276,13.933,0,80.642,56.495,73.004,72.762,97.442,68.501,50.817,73.794,110.34,124.05,118.32,135.78,125.63,118.88,64.654,67.956,101.32,100.42,97.629,123.47,237.04,177.72,189.93,226.7,223.41,261.43,259.46,307.24,198.14,170.94,202.92,166.25,207.61,188.35,125.52,138.36,90.731,84.268,87.603,64.58,89.706,79.002,66.094,147.32,51.815,19.46,31.926,24.788,10.55,36.016,4.7671,32.008,14.91,41.787,20.446,4.0645,7.6991,5.4335,19.343,28.642,60.929,42.68,79.288,82.9,84.527,79.831,85.217,85.245,59.864,61.483,53.453,62.985,69.533,68.54,70.759,70.939,71.333,66.212,52.463,77.794,61.239,80.014,84.479,72.296,80.264,65.382,94.167,65.143,66.32,77.722,68.811,94.281,94.65,98.925,62.767,62.6,62.235,108.39,109.83,112.3,109.29,111.54,121.22,113.19,135.72,138.59,126.2,106.09,114.23,115.05,114.23,109.17,108.73,118.11,60.543,63.965,62.542,62.725,59.915,65.973,66.968,66.856,66.473,69.118,68.757,72.525,69.169,69.633,69.389,100.21,100.43,100.88,100.06,100.9,101.8,103.07,103.09,112.29,108.07,149.16,190.53,244.58,279.94,255.09,238.93,233.56,270.3,299.7,295.14,171.34,172.87,147.51,154.38,155.61,120.47,133.43,131.74,167.73,123.02,132.69,72.416,64.069,40.493,35.395,25.113,20.431,37.128,36.54,35.609,42.155,35.016,48.851,22.727,45.92,45.394,38.024,45.326,40.411,82.405,50.882,88.974,86.911,84.562,83.475,77.935,76.209,77.593,72.032,71.084,67.145,66.431,72.915,80.749,68.72,66.346,78.17,94.109,83.361,61.509,110.03,109.83,118.11,105.71,95.825,106.09,112.23,125.56,123.86,61.512,59.706,65.749,69.154,69.044,101.79,102.34,100.63,96.461,100.57,100.57,100.43,100.26,99.199,34.918,48.929,83.726,85.039,100.04,118.05,110.92,61.595,59.103,64.326,64.666,67.027,100.63,100.39,100.7,79.279,70.148,113.76,70.985,100.45,101.39,138.27,115.06,131.67,114.32,62.907,61.776,100.38,102.4,100.95,101.33,101.73,63.031,61.85,97.779,59.478,63.805,60.44,65.477,62.856,63.023,101.37,63.429,62.909,62.694,62.491,62.033
14.081,60.032,51.417,76.272,186.3,0.1318,29.548,80.642,0,9.024,6.377,9.2343,1.0444,13.48,12.037,22.498,13.279,12.282,14.436,15.422,15.185,22.942,19.876,28.973,14.437,12.663,12.777,15.751,53.927,60.982,44.366,55.838,94.673,86.779,106.46,108.92,35.663,69.954,37.402,69.78,88.918,30.622,24.865,33.856,40.185,24.125,1.1413,8.426,1.1156,9.648,9.4246,13.271,3.6939,33.214,23.259,16.248,47.068,36.797,51.621,40.505,72.923,21.348,28.11,54.321,68.477,54.872,21.149,16.047,4.288,11.227,0.0097447,0.016891,0.097972,0.06432,0.06412,0.10045,5.8336,5.1003,4.3398,7.8245,6.6055,5.5703,5.3351,7.2295,8.0023,10.723,18.045,20.166,10.519,23.233,22.17,25.026,22.809,25.487,13.37,33.774,29.65,0.39845,34.666,0.6955,0.73789,1.1248,35.761,35.511,35.816,12.508,12.978,13.674,13.074,13.527,19.121,19.387,15.868,16.763,16.149,22.955,20.676,22.312,22.195,21.851,21.345,22.998,21.394,19.886,17.982,19.183,12.172,28.495,26.525,30.023,30.004,29.947,32.429,37.543,30.433,30.559,30.354,13.703,13.515,13.78,13.311,13.478,13.617,13.494,14.086,18.599,20.104,38.902,69.254,72.606,91.348,90.227,81.721,72.569,108.63,125.51,117.41,69.607,71.021,61.532,62.057,65.747,25.469,32.52,34.16,61.741,25.508,16.194,37.512,25.81,8.9181,9.8805,15.787,21.401,19.607,22.453,9.4551,6.8687,15.716,6.0793,22.267,17.107,9.8598,9.7379,34.442,34.044,0.034562,34.172,0.20505,0.16072,0.046531,0.025403,0.026265,5.6718,6.8443,5.5846,6.2381,17.926,10.071,33.438,16.698,19.72,19.674,20.125,1.6163,4.0594,35.634,13.105,13.147,12.056,15.349,14.374,22.06,24.964,21.524,23.773,18.52,19.247,26.103,30.309,29.759,15.455,13.019,13.633,12.964,13.853,13.266,13.724,13.574,13.241,14.368,29.508,0.031735,0.076059,1.1842,23.276,20.871,19.486,19.127,19.527,28.39,27.987,13.751,13.285,13.652,24.537,24.79,12.73,21.424,1.2352,1.3728,20.808,14.435,11.872,48.458,18.523,20.599,13.484,14.463,13.534,13.571,1.4115,36.199,35.602,0.91917,18.728,20.835,19.234,19.762,19.806,18.519,1.3692,35.661,35.466,34.677,35.832,35.526
6.9857,40.436,58.389,75.717,164.33,7.1001,14.473,56.495,9.024,0,1.1387,1.0659,10.825,1.2046,0.27451,4.3872,8.9662,13.274,11.314,17.236,13.633,12.779,2.6369,6.4141,6.816,6.3948,5.7663,12.949,62.117,41.675,40.233,57.204,69.265,78.626,85.358,103.66,43.224,43.897,45.488,42.7,62.229,38.949,14.974,20.947,14.051,6.2967,6.5387,0.27118,7.2303,1.9371,0.41865,23.31,2.9764,11.621,4.7667,8.7249,21.929,48.173,29.173,50.073,70.725,33.057,28.372,41.619,60.474,29.779,11.915,4.9121,15.871,0.98794,9.0525,9.3302,10.997,7.7289,9.8635,9.1315,0.34659,0.55893,1.5646,0.18505,0.74065,0.79483,1.0478,0.83968,0.86409,0.54847,1.5491,4.0634,0.20372,5.3951,5.6439,5.1783,5.2772,4.7612,5.1003,8.3889,6.5848,5.88,9.0708,10.393,10.415,11.496,9.2048,9.0736,9.2037,8.3991,8.8096,9.5311,8.6685,9.3096,12.628,10.547,17.167,18.187,13.831,9.8002,11.081,11.671,11.442,10.169,9.9366,12.598,2.8975,2.5906,1.8904,2.2768,0.36034,6.0566,5.303,6.7888,6.7521,6.9333,8.0204,10.761,7.1519,7.2466,7.1352,6.4611,6.4895,6.6255,6.3788,6.5931,6.8198,7.1108,7.1826,10.165,9.4777,25.515,48.689,68.016,87.364,77.431,68.72,63.767,89.799,106.78,101.9,43.831,44.869,34.513,36.285,38.325,13.835,19.226,19.338,39.351,14.487,16.037,10.736,4.7995,13.565,10.777,9.4731,9.5292,28.412,31.782,9.6472,9.8859,2.5874,13.37,7.5586,1.4318,0.67647,2.7176,8.2723,8.2894,8.6606,8.0761,10.823,9.4353,9.8474,9.7733,8.2239,1.6524,1.7152,1.1365,0.93692,2.2186,0.49689,8.8404,3.4488,2.9216,2.701,4.0983,7.9285,3.2676,9.0782,8.8715,8.82,11.284,7.986,5.6013,9.5448,11.74,14.259,14.27,1.9923,2.1255,5.0373,7.096,6.8445,7.0825,6.8849,6.5505,5.5312,6.564,6.4913,6.5149,6.4564,6.1738,2.5921,5.9,9.431,9.3502,12.086,12.652,10.326,2.3053,2.0581,2.4978,5.9199,5.9185,6.5637,6.4528,6.5669,5.7798,4.8795,9.9191,3.7143,12.149,12.212,18.097,10.356,16.305,21.69,2.0796,2.6895,6.4733,7.0714,6.6115,6.7057,12.305,9.4338,9.0793,11.753,1.9489,2.9016,2.1587,2.6613,2.4891,2.086,12.22,9.1924,9.0682,8.6746,9.225,9.0515
