0,51.561,84.239,125.3,164.79,334.26,317.88,282.05,23.74,23.824,26.594,35.868,58.201,78.461,64.821,82.545,75.823,77.774,68.971,10.005,58.606,57.468,57.268,54.193,59.312,126.55,117.25,93.855,103.53,129.81,132.34,142.53,127.09,130.64,153.73,207.83,179.16,278.76,257.35,268,296.34,317.89,303.7,283.02,2.0218,7.6985,4.4647,3.3752,11.735,18.391,33.915,42.494,17.861,22.301,20.254,52.095,21.109,64.694,52.776,56.16,61.509,81.882,84.019,91.236,86.873,62.996,77.642,51.271,80.069,79.935,79.871,83.554,80.135,67.156,75.421,80.974,68.541,62.347,65.326,76.675,77.045,73.59,74.602,83.505,65.987,66.043,94.576,67.446,70.355,78.411,85.557,70.246,86.606,78.368,78.42,1.7242,0.59083,56.608,57.796,57.242,116.96,131.63,237.33,297.47,297.88,2.2652,4.3064,4.0786,17.771,18.18,49.454,40.645,52.872,59.738,92.439,96.077,73.15,72.865,75.415,85.477,71.755,83.208,75.471,61.083,96.966,80.431,67.96,77.666,71.658,76.533,76.244,75.173,74.92,54.437,72.062,93.597,73.77,77.576,90.639,56.503,86.684,80.53,79.632,89.95,83.828,77.785,59.462,55.592,88.931,84.121,86.68,89.001,87.955,95.079,86.071,85.556,85.525,85.883,85.483,86.864,79.744,78.773,81.218,81.87,76.897,87.091,78.635,75.677,77.92,78.875,59.381,76.265,76.263,73.618,75.219
51.561,0,5.0135,16.234,32.314,124.52,113.97,98.409,8.5745,9.6761,23.158,4.6045,2.4738,3.1994,8.6855,8.8631,2.7498,3.2466,4.5094,49.738,0.95719,0.70937,0.91249,0.65731,0.96562,19.698,14.957,6.711,9.8707,17.828,20.679,23.215,16.808,18.106,27.23,52.557,40.499,91.594,84.963,84.476,101.51,116.37,105.73,100.63,45.768,38.542,63.624,28.692,15.017,11.745,10.215,7.8282,13.083,7.74,8.4268,7.2495,12.458,2.5017,0.80631,0.97996,1.1119,6.6601,9.3237,10.799,9.1219,9.3959,8.7469,4.0106,3.4876,3.4669,3.4701,4.3732,3.6754,2.6048,3.6445,4.3697,2.0476,1.836,10.012,2.9759,3.0543,1.9551,2.3856,4.3976,3.5706,3.0536,8.4607,1.2395,1.7015,10.96,11.413,9.6758,8.4608,10.769,11.051,34.985,42.654,0.96256,0.89444,1.0188,14.853,24.036,68.238,106.95,103.67,54.657,30.066,30.792,10.446,8.6181,11.793,3.0591,1.0649,1.76,10.159,11.129,10.445,10.149,10.921,11.458,10.29,9.7184,7.4508,0.79593,11.201,7.5636,3.2049,3.8299,2.1186,2.895,2.8345,2.7304,2.5895,2.6365,1.787,6.293,5.6191,10.517,12.235,0.87797,9.0638,3.6275,3.36,10.867,4.1015,10.844,0.96541,1.2132,9.6791,9.3517,9.4149,9.6258,9.4529,11.232,8.8841,8.6322,8.8389,8.2574,8.8002,9.0221,3.5867,3.203,3.6173,3.8182,4.1232,5.5745,3.5255,3.0104,10.972,11.143,0.79779,10.881,11.087,10.618,10.409
84.239,5.0135,0,6.8375,17.346,91.173,80.834,59.502,26.7,20.846,48.966,18.749,9.8983,3.4295,5.7838,2.1266,3.6159,3.9939,10.455,86.214,2.3247,2.5926,2.5968,3.3172,2.192,4.8385,2.7671,3.9053,1.0107,5.8205,5.5077,7.8175,5.3894,6.122,12.107,28.291,17.746,63.787,48.967,54.533,64.867,74.97,74.538,60.957,79.348,60.252,103.01,54.76,36.245,32.007,28.5,11.579,27.059,25.076,22.094,8.0117,24.694,7.8537,7.7589,7.2079,5.7098,0.79176,2.2097,2.1322,1.6137,6.8727,15.274,14.698,3.324,3.3455,3.3992,3.8519,3.8772,7.1847,6.1786,5.2966,5.2993,7.1949,6.8202,3.8179,3.8405,1.4991,3.1434,3.9565,9.6253,8.5527,7.9357,3.3441,3.3483,4.5877,17.193,5.3177,11.465,4.4362,4.6632,62.03,73.678,2.7369,2.4903,2.6,2.7223,7.2405,44.286,66.352,65.306,84.125,53.452,54.427,29.562,24.314,28.057,8.504,8.3678,7.9034,1.5374,1.7244,5.3072,5.1173,5.207,17.3,5.4956,15.053,13.704,4.9597,1.6714,12.147,8.1863,5.5918,4.0043,3.6507,3.6328,3.9343,3.6419,3.8794,2.4613,2.4343,10.907,4.3922,16.796,2.7621,1.6025,3.4788,3.1865,14.619,2.7122,4.6233,2.1651,2.9968,1.6906,2.2127,1.8435,1.6447,1.6783,1.9104,1.5729,1.4817,1.625,1.1929,1.6052,1.5481,3.8472,3.2337,2.9562,3.1965,6.6263,5.0768,4.3101,4.4673,4.7029,4.6451,2.2213,4.9844,5.1616,5.3501,4.8106
125.3,16.234,6.8375,0,2.7519,50.942,44.176,44.298,43.798,48.29,63.151,30.718,15.006,5.6012,24.981,15.032,6.3529,5.9328,11.834,114.16,14.582,14.723,15.271,16.503,14.184,7.0707,4.304,2.4273,3.6333,0.68328,4.986,2.5401,0.5592,0.5852,1.6848,11.525,9.878,30.814,37.171,26.943,39.11,51.386,39.124,47.646,113.98,102.84,139.78,87.63,61.248,51.778,39.721,35.748,56.808,43.672,47.602,29.593,54.297,11.561,16.012,14.342,11.655,11.47,14.97,13.246,12.897,27.223,12.907,20.877,5.1688,5.2071,5.2352,4.4723,5.2946,10.403,7.4552,5.6103,9.0777,12.006,26.964,6.1736,6.0805,7.0277,6.5989,4.5143,12.207,11.527,3.9678,8.908,7.9275,21.114,12.387,23.602,7.8693,20.811,21.266,98.803,110.75,15.756,14.926,15.505,4.3001,11.666,17.927,48.945,42.354,130.2,90.345,91.606,50.477,48.502,32.841,28.382,16.242,13.302,11.369,10.878,23.262,22.917,22.778,12.491,23.795,11.3,12.297,11.581,10.457,9.8509,10.711,6.5778,7.6646,6.1671,6.2413,6.6197,6.6118,20.185,7.3189,2.3143,10.756,20.836,10.863,15.642,12.907,5.0902,5.2499,9.3609,4.1782,21.278,14.095,16.843,12.648,14.958,13.536,12.51,12.834,11.677,12.956,12.816,13.205,11.942,13.161,12.724,5.3835,5.4783,4.818,4.7042,7.2849,4.1168,5.8118,6.6522,21.42,21.161,13.782,22.22,22.574,23.29,22.01
164.79,32.314,17.346,2.7519,0,30.014,24.938,32.704,67.229,73.915,88.013,50.405,29.183,15.875,41.838,27.67,17.11,16.286,23.794,149.07,29.827,30.095,30.818,32.63,29.258,11.972,9.846,9.963,10.858,3.2703,8.5294,3.8505,3.4961,2.9999,0.76558,4.4632,7.3841,15.15,28.16,12.952,23.551,35.108,21.143,36.636,150.88,139.1,179.72,121.04,89.367,77.184,60.551,57.235,84.48,67.499,73.245,48.84,81.28,24.362,31.443,29.008,25.199,23.411,27.407,24.383,24.525,44.738,23.38,36.707,15.154,15.215,15.249,13.775,15.217,22.707,18.148,15.292,21.16,25.309,44.147,16.75,16.584,18.575,17.642,13.817,24.75,24.05,11.193,21.388,19.798,35.521,21.489,39.526,16.526,35.163,35.702,134.33,147.84,31.491,30.332,31.12,9.8817,16.867,6.6366,35.749,27.447,170.81,124.62,126.1,75.99,74.273,50.035,48.535,31.627,27.152,21.941,20.863,38.757,38.38,37.893,21.614,39.569,20.72,23.107,25.276,20.232,19.661,22.845,16.863,19.204,16.785,16.916,17.474,17.541,37.216,18.967,10.088,21.788,35.294,19.019,31.353,24.562,14.975,15.33,17.533,13.553,35.797,29.131,32.955,23.956,27.379,25.327,23.779,24.309,21.97,24.699,24.594,25.072,23.487,25.024,24.315,15.38,15.714,14.633,14.373,17.687,12.713,15.981,17.371,35.95,35.518,28.732,37.118,37.542,38.732,36.999
334.26,124.52,91.173,50.942,30.014,0,0.51741,33.603,183.68,197.66,209.15,154.48,115.07,88.894,136.66,108.55,91.724,89.566,102.36,303.38,119.29,119.97,121.27,125,118.15,67.304,67.282,73.941,73.843,50.93,59.371,47.306,52.31,50.089,36.843,20.272,38.296,2.5232,37.589,5.8673,11.317,20.527,0.86934,39.469,311.78,297.93,350.67,270.46,221.3,200.15,168.39,167.33,214.98,185.26,197.03,151.54,209.51,105.71,121.49,116.52,109.01,101.98,107.62,100.31,102.07,141.73,97.022,128.04,87.219,87.355,87.411,83.586,87.073,102.42,92.541,86.35,100.14,108.32,140.04,90.765,90.361,95.811,93.205,83.629,105.24,104.48,74.13,101.69,98.09,122.25,90.6,131.26,84.179,121.71,122.53,290.74,309.38,122.57,120.33,121.8,67.449,73.201,8.4535,31.357,17.383,344.01,276.9,279.1,199.32,198.47,145.85,154.21,121.51,111.97,95.999,92.984,129.08,128.6,126.96,90.794,130.81,90.882,97.864,109.59,91.654,91.119,101.99,89.911,96.402,90.939,91.258,92.409,92.723,132.59,96.53,74.859,97.288,122.19,85.007,122.35,102.19,86.709,87.712,83.578,83.608,122.9,117.9,125.28,100.45,107.55,103.41,100.14,101.35,95.107,102.62,102.63,103.41,100.75,103.34,101.74,87.484,88.607,86.138,85.394,91.119,80.186,88.65,91.855,123.09,122.09,117.21,125.47,126.13,128.88,125.65
317.88,113.97,80.834,44.176,24.938,0.51741,0,26.107,172.81,182.98,199.99,144.71,106.6,80.507,122.89,96.23,83.239,81.304,94.827,291.3,108.04,108.82,109.93,113.62,106.97,57.259,57.734,66.305,64.335,43.377,50.108,39.426,44.729,42.657,30.516,14.829,30.384,1.4938,29.401,3.0119,7.1907,15.242,0.19406,31.329,297.41,279.91,336.29,255.79,208.44,188.73,159.28,152.82,199.92,173.87,183.2,137.47,194.31,97.428,112.03,107.32,99.983,90.413,95.305,88.308,90.143,127.66,90.663,119.61,78.886,79.021,79.09,75.577,78.906,94.192,84.67,78.589,91.609,99.711,125.96,82.39,82.014,86.356,84.495,75.647,97.369,96.426,67.479,92.505,89.144,108.9,84.881,117.61,77.8,108.41,109.15,275.03,294.01,111.14,109.05,110.38,57.894,62.297,5.8846,24.33,12.24,325.8,260.75,262.89,187.43,185.25,138.44,141.14,112.21,103.27,84.382,81.483,115.44,115.01,113.37,85.083,117.1,84.804,91.191,100.31,80.249,84.528,94.014,82.042,87.754,82.507,82.803,83.976,84.189,120.13,87.396,66.706,90.138,108.89,79.49,110.97,90.266,78.446,79.313,77.773,75.253,109.52,106.73,113.61,88.565,95.228,91.356,88.286,89.432,83.433,90.691,90.733,91.425,89.035,91.373,89.847,79.288,80.176,77.745,77.111,83.426,72.647,80.521,83.597,109.69,108.72,106.18,111.96,112.56,115.23,112.18
282.05,98.409,59.502,44.298,32.704,33.603,26.107,0,164.51,143.37,208.89,141.02,107.04,76.38,79.452,59.997,78.893,78.411,100.7,287.79,85.012,86.807,86.526,90.597,84.277,30.873,36.682,65.167,45.954,36.202,28.88,27.563,37.793,36.332,29.547,13.384,13.015,27.903,0.6163,15.308,5.9188,2.5701,26.607,0.24009,276.02,224.88,319.06,226.97,188.56,178.1,163.19,109,159.73,161.35,151.2,94.545,151.86,97.685,105.36,101.87,94.57,59.995,58.815,52.896,56.086,82.427,105.03,122.65,74.849,75.012,75.207,73.511,76.276,94.313,85.748,79.273,88.639,97.726,80.169,78.786,78.564,74.378,78.525,73.827,100.95,98.392,74.764,84.212,82.186,65.817,103.13,73.894,89.502,65.693,65.891,239.68,263.89,87.158,85.997,86.35,36.846,28.601,24.459,0.23377,2.7256,275.03,219.79,221.71,172.79,158.92,152.5,108.56,106.83,101.24,51.653,48.986,71.255,71.299,69.125,103.42,72.722,100.25,103.2,92.885,48.318,95.899,96.138,82.58,83.021,78.448,78.62,80.23,79.642,88.666,78.445,61.254,98.169,66.338,98.243,87.44,56.234,74.907,74.815,93.965,70.19,66.401,84.129,87.955,54.467,58.731,56.37,54.388,55.243,49.808,56.719,57.097,57.195,56.717,57.219,56.06,76.502,75.609,72.943,73.089,85.72,73.838,78.574,81.243,66.369,65.475,84.655,68.128,68.325,70.884,68.862
23.74,8.5745,26.7,43.798,67.229,183.68,172.81,164.51,0,10.033,4.6148,1.2783,7.9838,18.115,27.47,32.719,16.83,17.491,11.992,17.131,14.267,13.349,13.805,12.273,14.463,54.265,46.055,25.625,36.619,48.771,55.686,58.575,46.979,49.023,62.295,99.608,85.469,143.46,147.23,139.05,164.79,185.81,162.04,167.7,16.851,24.986,27.119,9.5794,2.3038,0.35623,1.5045,17.887,9.7568,0.17569,5.5554,21.233,11.4,10.728,6.8921,8.0232,10.293,29.413,33.673,37.19,34.003,27.673,15.518,5.2581,18.92,18.844,18.782,20.286,18.637,11.843,15.57,18.401,13.008,10.04,29.162,17.092,17.245,17.723,16.598,20.207,10.896,11.097,24.435,13.672,14.743,34.296,19.186,30.368,19.835,34.057,34.407,14.551,17.035,13.733,13.905,14.043,45.874,61.096,115,175.28,169.16,30.955,14.398,14.796,0.53616,3.1204,5.7954,10.965,6.6992,8.9347,36.507,38.506,32.156,31.725,33.388,19.152,31.551,18.059,14.566,10.534,38.746,16.864,11.928,16.765,14.86,17.122,17.005,16.372,16.424,16.059,16.091,26.562,13.976,33.534,21.61,13.507,33.883,19.043,18.802,21.286,21.135,33.983,14.498,13.962,35.19,33.734,34.373,35.128,34.682,38.494,33.507,33.047,33.333,32.567,33.27,33.86,18.471,18.377,19.697,19.851,16.097,21.476,17.727,16.328,34.172,34.644,14.043,33.591,33.831,32.499,32.729
23.824,9.6761,20.846,48.29,73.915,197.66,182.98,143.37,10.033,0,27.115,12.405,18.917,23.819,10.061,17.904,22.649,24.077,25.407,36.674,9.8445,9.6856,9.2853,8.3335,10.174,41.924,37.686,31.868,30.981,48.217,46.109,54.142,46.778,48.952,64.046,97.689,75.224,155.77,125.68,142.69,158.36,171.25,173.09,143.49,25.332,10.264,40.084,11.118,7.033,9.8896,18.417,2.7448,0.44203,7.561,0.70034,5.4752,0.17859,20.787,13.682,15.223,16.905,18.168,18.575,22.116,20.115,9.4026,33.891,18.858,24.528,24.483,24.51,26.862,25.166,21.538,25.039,27.051,20.483,18.849,10.33,23.316,23.534,18.788,21.47,26.949,23.072,22.165,36.23,17.748,19.394,15.794,39.447,12.263,35.409,15.774,15.799,12.81,19.694,8.9286,9.552,9.1372,37.529,43.953,124.37,154.63,157.49,21.506,8.159,8.5285,7.4009,2.1865,27.627,2.7244,14.338,18.011,22.947,24.784,13.499,13.369,14.48,39.488,12.909,36.59,31.52,15.859,25.293,32.842,22.891,25.644,20.842,23.06,22.889,22.651,22.2,6.88,19.267,30.004,28.351,15.42,41.701,8.9921,20.028,24.934,24.149,39.646,25.713,15.514,10.249,8.2269,21.101,18.622,19.944,21.154,20.623,24.172,19.741,19.528,19.459,19.816,19.446,20.136,24.935,23.761,24.693,25.297,26.232,29.879,24.855,23.479,15.575,16.003,10.48,14.846,14.852,13.703,14.382
