0,6.545,45.747,83.036,83.895,13.997,21.843,13.345,17.083,19.61,13.529,13.308,2.1665,5.644,23.338,21.973,0.84186,4.0292,6.0152,0.43909,0.49381,0.61146,5.6049,3.821,4.4025,8.8101,3.8165,3.1574,3.7018,14.718,9.9214,87.847,87.5,103.59,91.575,82.45,58.892,51.446,50.723,81.956,51.451,38.958,15.662,18.813,16.625,15.674,14.429,18.889,22.514,27.358,10.719,22.132,17.945,15.316,6.2737,10.165,0.96411,1.4824,1.4842,1.347,0.83472,0.46049,0.42073,1.3914,1.2081,1.9551,2.3135,6.6403,4.6544,8.1333,6.3358,7.6937,7.5253,7.4637,8.2188,8.075,8.569,8.5853,6.8865,7.1676,6.2935,0.73268,1.2307,0.28421,2.0184,6.2874,4.0092,4.8639,4.5316,4.0037,4.3557,3.9024,3.6315,6.0887,3.7363,10.999,10.696,83.179,97.357,35.868,52.859,24.235,30.857,14.63,20.277,16.434,13.504,15.437,16.31,16.084,10.306,19.602,10.42,11.836,8.544,9.1104,5.6106,2.2522,0.88752,0.74236,0.37436,0.52059,0.70725,0.56402,7.6732,2.6999,4.0726,4.6141,3.9256,10.48,8.8238,9.3669,6.4112,6.2209,0.27892,0.33967,3.6967,4.6625,4.9934,8.6335,4.8218,4.7775,4.7758,11.352,0.63225,0.44058,0.34841,0.64617,0.68018,0.77825,6.0577,4.292,8.321,6.1581,6.2999,6.4003,4.8432,5.1065,12.258,0.47393,0.34287,0.59227,0.60951,0.60598,0.61097,0.76763,0.44387,0.36345,3.1016,7.0997,6.4627,6.2018,0.93745,3.4855,14.033,10.304,9.5296,11.48,0.71156,0.25354,0.53196,0.46067,0.58281
6.545,0,77.027,120.71,117.55,5.5901,6.8989,5.3262,9.1575,8.3677,28.693,24.471,10.478,24.027,22.144,20.032,3.5543,17.84,16.74,3.5989,3.4967,3.3674,1.8295,11.278,9.5884,3.9253,6.3042,11.505,12.86,1.6974,13.655,49.636,50.52,69.032,55.068,48.667,28.462,37.19,27.448,53.671,22.454,27.915,5.2898,6.8821,5.4126,4.2169,3.4619,5.1152,16.123,23.356,33.856,20.977,17.453,16.907,2.4415,3.9208,2.9371,3.4239,3.4317,2.0214,4.8101,5.2744,3.7897,13.966,13.366,14.871,16.413,25.95,16.765,26.607,19.812,25.324,4.7861,17.562,18.833,19.933,20.797,20.599,18.435,17.754,17.266,3.3196,2.8985,5.0755,2.1544,0.57193,0.78523,1.3349,1.2513,1.0558,1.4996,11.238,10.951,15.085,12.192,1.0931,0.74897,51.445,62.385,18.541,24.378,8.1603,16.105,8.5519,7.9702,5.8617,4.7076,3.3763,5.9311,5.6092,1.7937,3.5016,33.065,35.101,29.219,13.12,3.7962,2.5169,4.568,4.4802,3.8591,3.3786,3.1528,3.3655,12.26,15.516,17.383,15.861,13.836,5.396,20.57,20.389,17.76,17.404,4.2066,3.9678,0.74106,1.007,1.8038,19.333,1.2827,1.2722,1.273,34.622,3.1345,3.8008,4.0586,3.2132,3.3849,2.8533,21.321,17.762,3.0596,17.87,17.13,17.338,1.4393,1.3843,36.646,3.5553,3.8918,3.2645,3.284,3.3481,3.1937,3.2247,3.6278,4.1108,3.1458,18.067,17.726,19.134,3.4218,1.5374,14.562,1.5233,31.817,34.997,3.0148,4.3873,3.4518,3.5596,3.2377
45.747,77.027,0,5.7787,7.7288,110.1,127.6,108.27,118.69,124.92,12.054,16.888,31.038,34.129,127.12,125.23,48.817,49.469,65.742,52.932,51.792,51.142,59.126,66.26,72.408,57.664,74.121,61.975,62.06,94.515,90.323,250.02,252.3,286.14,261.8,247.06,198.94,192.4,191.55,249.98,181.28,167.23,113.95,122.21,116.18,112.61,108.85,119.74,130.69,138.51,29.39,124.6,114.9,106.3,57.724,61.354,51.499,48.167,48.135,59.842,58.658,43.913,50.388,36.22,37.005,41.68,37.239,22.159,57.511,46.88,59.056,48.88,51.351,71.493,72.335,68.807,69.199,69.809,66.218,69.478,65.952,57.425,61.563,53.208,66.218,68.214,62.508,60.245,60.152,60.599,58.502,66.787,65.887,70.104,63.814,95.527,82.366,250.61,274.67,162.25,187.96,133.22,151.65,111.88,126.14,116.19,108.34,110.42,115.96,115.19,96.642,107.02,32.566,36.163,36.655,87.816,83.379,68.036,59.215,58.079,50.683,53.583,51.782,51.781,83.076,46.95,51.46,59.846,60.994,56.391,71.149,74.4,65.328,65.186,52.214,52.745,62.676,61.837,58.046,73.247,60.463,60.445,60.437,33.22,53.174,50.024,49.526,51.977,50.449,53.811,52.132,51.793,60,63.587,66.336,66.36,59.638,60.423,21.335,51.58,51.779,52.34,51.843,51.349,52.84,50.837,53.594,48.994,49.594,68.334,65.706,60.264,59.605,57.197,104.8,74.089,27.906,31.687,52.998,48.878,51.49,51.924,53.026
83.036,120.71,5.7787,0,1.09,164.29,183.8,162.08,175.42,182.16,31.704,37.405,61.588,67.853,187.03,184.67,85.802,89.035,110.49,92.026,90.316,89.251,96.366,111.1,118.91,92.51,120.73,105.54,105.69,140.09,141.72,323,326.83,369.17,338.84,322.56,264.9,264.12,260.21,328.8,243.28,234.51,168.44,178.39,170.93,166.15,161.47,174.21,190.79,200.7,60.431,183.95,172.08,161.58,94.045,96.762,89.35,84.336,84.291,100.72,100.34,79.632,88.455,70.771,71.837,78.47,72.337,50.562,99.734,85.089,101.67,87.867,84.726,117.9,118.95,114.36,114.84,115.63,111.06,115.3,110.75,98.153,103.57,93.031,109.39,108.46,102.09,98.375,98.468,99.448,96.318,111.78,110.6,116.14,107.96,144.19,125.44,328.02,355.3,226.62,252.42,190.45,214.45,167.34,183.27,171.24,161.85,162.91,171.03,169.99,146.56,154.88,64.952,69.702,70.977,138.57,131.8,111.94,101.02,99.468,88.937,92.825,90.024,90.202,132.59,85.67,91.706,102.81,104.32,89.893,117.36,121.55,109.93,109.75,91.322,91.957,102.56,100.7,95.277,120.1,98.702,98.706,98.696,65.693,92.072,87.923,87.363,90.371,88.21,92.779,92.457,92.142,95.947,107.66,111.25,111.28,97.554,98.459,48.626,90.047,90.544,90.949,90.23,89.545,91.628,88.646,92.983,86.607,85.05,113.81,110.42,103.28,101.16,95.125,159.63,114.12,58.537,63.521,91.719,86.617,89.839,90.551,91.931
83.895,117.55,7.7288,1.09,0,163.77,180.88,161.62,175.98,181.33,30.714,34.821,61.022,73.09,191.82,188.95,84.755,94.076,115.81,91.896,89.921,88.6,92.35,114.91,122.21,87.17,122.79,109.34,109.9,134.52,145.98,314.74,319.68,366,332.74,317.24,257.95,266.72,257.54,327.17,235.68,237.13,167.09,176.88,169.28,163.98,159.21,171.25,193.2,204.93,67.006,188.58,176.29,166.13,89.696,90.971,88.245,82.653,82.607,100.01,101.46,79.15,88.08,73.551,74.514,82.16,76.018,54.453,104.86,91.87,107.58,94.512,79.904,123.48,124.84,120.49,121.16,121.92,116.81,120.92,116.21,98.3,103.71,93.912,109.2,104.54,99.121,94.773,95.045,96.361,92.929,115.59,114.31,121.08,112.01,141.12,120.47,324.3,351.13,225.31,245.89,187.34,213.83,168.34,181.9,169.99,160.92,160.1,169.88,168.7,144.55,148.62,71.747,77.175,77.493,142.75,132.45,112.06,102.04,100.38,88.678,92.602,89.272,89.678,136.62,89.96,96.738,107.78,108.78,84.01,123.66,127.81,115.5,115.23,91.557,92.086,99.812,97.287,91.534,126.12,95.132,95.16,95.151,72.811,91.566,87.486,87.072,89.727,87.42,92.097,98.435,97.284,90.799,113.22,116.68,116.76,93.94,94.736,54.535,89.669,90.486,90.427,89.634,88.918,91.124,87.754,92.962,86.257,82.236,119.5,115.99,109.07,101.53,92.2,163.54,108.69,64.575,70.541,91.061,86.491,89.347,90.236,91.5
13.997,5.5901,110.1,164.29,163.77,0,1.7141,0.0079133,0.46845,0.47269,52.649,49.095,24.867,30.64,7.0585,5.7925,12.937,19.697,13.982,10.397,11.009,11.454,13.605,9.7653,7.1225,18.883,4.8372,11.076,12.017,7.8097,6.2163,34.991,33.602,41.439,35.099,29.316,18.588,14.073,11.532,28.284,16.495,8.5232,0.17349,0.47885,0.33909,0.62678,0.72416,1.425,2.9743,6.8473,41.556,6.5078,5.1835,5.937,15.285,18.801,11.641,14.054,14.074,7.8211,8.3307,15.229,11.67,22.041,21.292,20.258,23.234,38.234,16.303,28.081,18.338,26.26,20.53,13.174,13.994,15.782,16.404,16.082,15.22,13.829,14.345,8.4966,7.0052,10.37,5.5626,9.7314,9.6665,11.997,11.599,10.659,12.239,9.6012,9.6375,11.576,11.055,2.4046,8.4432,29.08,37.7,5.0525,15.406,2.2748,3.34,0.55156,0.64481,0.18127,0.050542,1.229,0.14881,0.17249,1.1097,8.2876,39.438,39.906,34.204,6.3001,2.0459,5.0411,8.0725,8.429,11.479,10.134,11.216,11.077,6.6146,18.747,18.674,14.91,13.035,21.965,15.721,14.775,14.908,14.66,10.673,10.439,9.173,10.884,13.348,14.182,11.824,11.774,11.776,40.637,10.429,11.877,12.059,11.054,11.888,10.243,21.715,18.87,16.921,15.466,14.136,14.296,12.292,12.231,48.095,11.1,10.904,10.816,11.088,11.341,10.579,11.776,10.082,12.351,15.371,14.372,14.78,17.427,7.7049,11.774,4.5399,12.189,40.335,41.637,10.592,12.325,11.197,10.914,10.46
21.843,6.8989,127.6,183.8,180.88,1.7141,0,1.8896,2.8108,1.0035,62.931,57.228,32.777,44.707,13.662,11.907,18.566,31.983,25.237,16.574,17.017,17.264,15.589,19.18,15.48,19.904,11.678,20.818,22.228,5.7077,14.431,22.41,21.935,32.328,24.049,19.599,9.4436,14.909,6.8253,22.147,7.6123,10.563,0.8141,0.47109,0.53999,0.51973,0.76648,0.13315,6.6548,12.174,57.947,13.056,11.805,13.476,17.109,19.129,16.971,19.132,19.154,12.835,15.33,21.874,17.822,32.927,31.981,31.649,35.062,52.086,27.994,42.823,30.858,40.633,22.564,24.305,25.447,27.793,28.636,28.219,26.957,25.156,25.749,14.575,12.74,17.574,10.591,11.032,12.289,14.244,14.013,13.336,14.825,18.968,18.956,22.03,20.94,2.4998,7.7363,20.79,28.021,3.1225,7.1586,0.062165,2.6525,3.7644,0.55564,0.78735,1.4494,0.6339,0.86759,0.7992,2.1694,4.7564,55.737,56.717,49.655,14.582,6.6976,10.244,14.921,15.253,17.723,16.16,16.869,16.957,15.051,30.351,30.77,26.214,23.63,22.686,27.76,26.533,26.497,26.15,17.287,16.898,11.989,13.161,15.662,25.717,14.081,14.053,14.056,57.303,16.205,18.001,18.373,16.797,17.621,15.787,34.931,31.071,17.881,27.188,25.474,25.697,14.581,14.356,64.673,17.145,17.256,16.649,16.891,17.155,16.385,17.375,16.313,18.655,19.274,25.868,26.337,29.695,13.84,14.89,11.415,11.721,56.187,58.355,16.231,18.866,17.134,16.991,16.324
13.345,5.3262,108.27,162.08,161.62,0.0079133,1.8896,0,0.5249,0.60248,51.437,47.978,24.029,29.687,7.0611,5.7983,12.349,18.96,13.42,9.8486,10.45,10.891,13.144,9.2662,6.7034,18.389,4.4707,10.531,11.459,7.7094,5.9348,35.979,34.602,42.586,36.147,30.279,19.272,14.586,12.144,29.219,17.063,8.8757,0.22477,0.59755,0.41211,0.67694,0.74423,1.5393,3.078,6.9536,40.453,6.4971,5.1113,5.7831,14.804,18.345,11.086,13.462,13.482,7.3591,7.8253,14.573,11.094,21.214,20.48,19.475,22.391,37.143,15.659,27.227,17.677,25.439,19.963,12.661,13.476,15.217,15.834,15.52,14.645,13.294,13.78,7.9956,6.5501,9.8078,5.1625,9.3744,9.2481,11.551,11.153,10.219,11.774,9.1079,9.1382,11.075,10.522,2.3159,8.229,30.047,38.801,5.4567,16.02,2.4945,3.6606,0.54473,0.79189,0.24913,0.050396,1.2667,0.21348,0.2329,1.0231,8.2963,38.375,38.857,33.221,5.999,1.8006,4.6552,7.5753,7.9214,10.905,9.5944,10.662,10.52,6.2747,18.01,17.962,14.298,12.456,21.444,15.172,14.261,14.331,14.085,10.11,9.8842,8.7563,10.457,12.875,13.668,11.382,11.331,11.333,39.564,9.8878,11.298,11.472,10.501,11.318,9.7118,20.969,18.157,16.458,14.87,13.575,13.734,11.84,11.787,46.884,10.539,10.341,10.266,10.532,10.78,10.034,11.211,9.5396,11.759,14.799,13.822,14.208,16.785,7.2244,11.294,4.3958,11.884,39.238,40.545,10.051,11.728,10.637,10.356,9.9165
17.083,9.1575,118.69,175.42,175.98,0.46845,2.8108,0.5249,0,0.49372,59.85,56.803,29.827,32.558,4.2082,3.2459,16.882,20.591,13.778,13.557,14.388,15.02,18.751,10.178,7.4361,25.04,5.6513,11.734,12.491,12.034,5.2,35.16,33.015,37.565,33.59,27.773,19.533,9.9127,10.165,24.56,18.464,5.1925,0.9329,0.98657,1.1766,1.9138,2.2202,2.8639,1.0921,3.8032,43.418,3.8334,3.0956,4.0636,20.745,25.041,15.446,18.421,18.444,10.885,10.476,19.175,15.127,24.836,24.077,22.246,25.546,41.725,16.658,28.5,18.292,26.589,26.747,12.546,13.195,15.085,15.608,15.267,14.82,13.298,14.075,11.231,9.5007,12.967,7.975,14.27,13.93,16.801,16.292,15.11,17.013,9.9873,10.119,11.289,11.499,4.9929,12.887,26.502,34.702,3.9257,16.46,3.2564,2.2219,0.13868,0.91427,0.79262,0.82016,2.9818,0.71544,0.84694,3.0101,12.368,40.953,40.917,35.47,5.442,3.1138,7.187,10.236,10.717,14.852,13.305,14.799,14.53,6.0525,20.118,19.443,15.19,13.462,28.604,14.83,13.719,14.628,14.424,13.676,13.467,13.285,15.469,18.381,13.285,16.594,16.53,16.532,42,13.784,15.392,15.525,14.563,15.578,13.659,22.072,19.574,22.788,15.287,13.855,13.994,17.141,17.104,50.946,14.483,14.096,14.233,14.578,14.88,13.954,15.499,13.14,15.884,20.35,13.878,14.48,17.356,10.188,16.331,3.0244,17.403,42.5,43.162,14.045,15.74,14.651,14.241,13.782
19.61,8.3677,124.92,182.16,181.33,0.47269,1.0035,0.60248,0.49372,0,62.79,58.585,32.027,38.378,7.2606,5.9988,18.151,25.729,18.618,15.247,15.953,16.451,17.992,13.991,10.747,23.611,8.1179,15.661,16.686,9.4361,8.6957,28.17,26.62,33.062,27.677,22.524,14.09,10.371,7.354,21.495,12.953,6.0859,0.3518,0.1339,0.3636,0.86276,1.2028,1.1993,2.5169,6.2628,50.395,6.8248,6.0108,7.3902,19.847,23.255,16.594,19.337,19.36,12.02,12.766,20.945,16.748,28.919,28.064,26.733,30.186,47.137,21.605,34.94,23.725,32.864,25.807,17.406,18.246,20.392,21.043,20.659,19.935,18.236,19.001,12.954,11.1,15.271,9.2416,13.29,13.654,16.237,15.831,14.825,16.622,13.782,13.872,15.749,15.538,3.7921,10.935,22.156,29.751,2.4382,11.439,1.2252,1.3456,1.0512,0.067113,0.22288,0.61113,1.6007,0.20986,0.27527,2.417,9.0923,47.951,48.265,42.098,8.9403,4.4521,8.5908,12.448,12.893,16.534,14.918,16.149,16.017,9.5701,24.827,24.511,19.961,17.855,26.936,20.188,18.97,19.647,19.386,15.611,15.321,13.134,14.962,17.806,18.396,16.041,15.991,15.993,49.208,15.238,16.988,17.223,15.971,16.947,14.987,27.771,24.706,21.385,20.353,18.751,18.924,16.589,16.466,57.826,16.065,15.866,15.703,16.019,16.318,15.42,16.796,14.876,17.565,20.569,18.892,19.487,22.67,11.987,16.243,5.9546,15.422,49.153,50.364,15.413,17.56,16.166,15.849,15.286
