0,13.091,11.548,22.102,24.576,9.99,8.0588,11.787,14.576,16.191,12.168,242.01,98.387,53.902,31.106,27.094,20.925,19.496,21.22,22.148,23.939,16.515,5.718,9.2502,1.6857,6.0205,8.7258,3.2645,8.5794,0.21646,0.6431,10.267,5.7939,5.5474,5.6948,18.249,9.2507,13.598,14.888,15.379,18.74,17.979,17.345,21.716,23.642,13.767,20.886,23,22.413,22.096,26.564,27.63,25.953,26.476,27.727,21.221,26.578,26.243,26.057,26.439,17.285,14.151,16.975,6.4359,6.7203,10.294,8.3447,10.253,8.6636,9.388,9.7279,14.267,14.615,15.468,21.273,26.749,19.574,9.3293,20.433,25.738,23.332,23.685,270.62,283.68,134.93,119.15,72.058,99.616,50.658,71.529,54.338,55.986,44.352,55.03,41.88,30.727,38.993,18.139,6.8272,22.324,21.811,6.9861,8.4592,1.8417,2.0498,4.3701,10.662,8.6648,8.1135,17.217,20.867,10.04,9.4194,18.453,16.777,21.379,20.741,22.259,21.275,21.988,22.03,22.107,22.591,22.252,20.864,27.77,28.391,24.894,20.685,28.622,10.79,12.807,10.144,10.202,18.96,17.695,15.221,22.119,27.282,23.034,23.329,75.267,91.647,57.464,57.717,49.994,39.427,19.788,25.88,17.127,30.237,27.278,22.13,22.485,13.997,15.97,15.213,15.028,15.263,43.38,38.26,22.267,20.784,22.517,19.089,21.819,17.578,15.115,18.183,21.431,20.554,21.695,21.777
13.091,0,22.563,4.3656,26.604,5.9169,4.9872,5.8673,9.0276,13.423,15.637,195.43,71.007,47.719,9.9765,5.2267,26.775,24.259,25.762,27.651,65.43,57.79,36.11,39.8,23.016,34.233,3.5875,23.284,40.966,9.9498,8.5748,0.50933,1.7645,13.145,19.083,2.8609,2.1062,28.762,31.013,27.526,34.758,0.76162,34.595,39.827,2.9513,0.82444,1.9604,2.9045,2.5756,2.5629,19.722,19.787,18.782,19.25,19.222,13.72,19.706,18.552,18.624,17.95,8.8722,5.5752,16.343,3.6647,2.238,18.137,7.9626,10.959,3.9967,5.3451,5.7402,8.9922,9.0143,9.6179,5.4242,4.9623,14.312,19.176,2.9282,5.9691,3.6984,4.0073,228.22,222.45,111.76,76.022,37.438,63.989,39.887,38.405,29.006,27.188,51.794,39.55,24.767,10.565,12.903,25.541,16.841,27.584,26.825,1.7166,0.52536,24.646,5.8905,2.9154,33.031,0.5254,0.81694,1.2896,1.7979,18.567,24.543,32.749,29.977,2.2812,1.6986,2.4918,39.6,2.2616,2.4716,2.5145,2.728,2.5357,15.872,20.757,20.835,18.672,23.798,27.433,7.9342,3.4246,5.3067,5.8527,11.059,7.432,9.1511,4.0136,5.8335,3.847,3.9833,54.282,50.411,34.89,33.799,24.835,16.497,12.032,31.959,26.437,24.332,25.913,2.6072,2.7136,8.7241,9.7177,9.3079,9.3519,9.543,17.427,18.239,27.001,27.39,26.78,34.461,39.521,3.2652,9.1587,37.33,26.136,2.5957,2.5109,29.304
11.548,22.563,0,17.741,3.3109,6.0303,6.4596,6.8599,5.5623,3.6284,1.1138,159.49,51.25,17.589,19.918,22.748,1.6704,1.5152,1.9374,2.0245,57.524,38.148,18.368,34.723,18.112,10.059,29.276,4.9853,13.449,11.265,9.2957,16.312,18.987,1.5607,1.1077,16.288,11.094,0.41296,0.70062,0.30883,1.3315,22.65,1.288,2.4547,23.306,17.104,22.145,22.419,22.504,22.048,7.0312,7.7969,7.0726,7.2119,8.184,6.6037,7.0496,7.4159,7.2359,7.9096,7.4372,8.5595,2.6648,8.078,10.732,0.26017,3.8672,2.4919,7.7973,6.4082,6.1134,5.4143,5.5952,5.6356,14.967,22.829,5.1175,0.15919,18.728,19.361,20.791,20.561,179.21,198.94,72.634,74.312,43.616,57.404,17.599,41.866,28.213,32.107,10.662,21.782,17.542,18.645,26.37,0.889,0.67212,2.1042,2.0074,22.094,17.445,15.512,8.4981,18.653,2.6087,16.91,15.206,19.247,22.714,0.19721,0.43114,1.027,0.59508,21.831,22.895,22.529,2.3876,22.863,22.231,22.216,22.31,22.376,5.0847,7.3991,7.8276,6.3627,2.091,5.3619,4.5773,10.531,6.7166,6.1729,6.8534,9.1201,5.8461,18.465,21.727,20.028,20.123,34.769,58.662,27.18,28.287,26.708,22.201,6.7292,3.0509,0.57283,7.5571,4.9997,21.964,22.188,5.4728,5.8669,5.7192,5.5755,5.5694,26.253,18.997,2.1678,1.5462,2.3099,1.3065,2.3947,14.77,5.7762,1.8949,1.9615,19.727,21.594,1.7129
22.102,4.3656,17.741,0,14.899,3.5754,4.1628,2.7159,3.5253,6.2007,10.116,141.4,40.261,26.103,1.1577,0.32849,16.751,14.841,15.55,17.072,91.099,76.413,48.033,59.273,35.97,40.814,15.499,27.432,48.582,18.228,15.211,3.2985,9.5007,12.315,18.658,0.21223,2.77,23.522,25.31,20.783,27.149,1.7679,27.941,31.403,0.56212,1.6066,0.73886,0.44931,0.54943,0.49441,7.8735,7.6314,7.2741,7.5093,7.1494,4.6717,7.8559,7.0063,7.1161,6.4747,2.5054,1.6861,8.3735,4.7829,4.524,13.789,5.8002,7.011,3.3939,3.583,3.6126,3.6205,3.5014,3.595,0.16371,0.3259,5.6507,15.597,0.15277,0.15387,0.15338,0.11413,169.51,165.19,72.661,44.566,16.722,35.055,19.582,17.167,10.866,9.9135,33.502,18.517,8.7523,1.3482,2.5921,16.897,15.054,16.916,16.37,10.415,5.2801,36.175,10.696,11.629,31.747,4.8185,4.5434,0.91358,0.90305,14.42,21.762,24.905,22.72,0.56333,0.98775,0.57939,31.424,0.70985,0.54633,0.53062,0.47991,0.5447,6.4699,8.3938,8.2878,7.4924,13.804,14.136,4.4294,1.377,3.1779,3.434,3.432,1.5704,3.3683,0.014404,0.28081,0.087319,0.085328,28.271,26.161,14.669,13.903,8.3841,3.8969,3.8657,19.866,18.452,10.759,13.169,0.47095,0.46843,3.5451,3.4836,3.4768,3.5752,3.6189,4.4894,4.8245,16.335,17.475,15.989,26.549,30.949,0.25969,3.4123,30.789,15.836,0.27591,0.45735,19.024
24.576,26.604,3.3109,14.899,0,7.6107,9.2795,7.4839,4.6976,2.2378,2.2623,116.96,28.599,5.8065,13.335,18.621,0.34274,0.34812,0.19012,0.2471,88.071,63.935,37.23,58.669,35.628,24.859,40.149,16.318,29.879,23.048,19.576,20.047,27.316,6.7737,7.8926,15.122,13.994,4.376,4.5702,2.5901,3.9026,23.517,4.7747,4.9514,21.121,18.781,21.138,20.324,20.754,20.338,1.6316,1.9673,1.827,1.7981,2.2612,2.9288,1.6426,2.0282,1.9316,2.39,5.3509,8.0934,1.2548,12.264,15.315,3.1753,6.3965,4.0712,10.407,8.3828,7.856,4.6984,4.7116,4.3548,11.95,18.896,2.2044,4.0389,17.001,15.093,18.071,17.598,134.48,150.95,45.345,47.649,26.046,34.113,5.6612,24.284,14.452,18.147,4.1625,8.3008,7.0493,12.013,17.675,0.83244,5.788,0.2132,0.20317,30.788,22.904,32.406,16.636,28.215,10.836,22.014,20.12,19.479,21.893,3.4009,6.0297,3.054,2.7681,20.453,22.203,20.871,5.098,21.455,20.611,20.55,20.406,20.677,1.737,1.6174,1.8005,1.5499,0.16831,0.26357,5.6533,11.116,8.2676,7.6395,4.0394,6.956,4.6766,15.784,17.257,17.265,17.232,16.722,37.243,12.647,13.67,14.116,12.685,3.5867,0.39095,1.3856,1.2148,0.23187,20.211,20.307,4.8861,4.3547,4.5543,4.4986,4.384,15.832,9.5899,0.15964,0.46079,0.11238,3.5295,4.7002,13.606,4.6566,5.8827,0.19158,18.202,19.973,0.59031
9.99,5.9169,6.0303,3.5754,7.6107,0,0.13262,0.079827,0.57298,1.6854,2.3764,157.77,47.62,22.672,6.3089,6.07,7.5191,6.2166,7.003,7.9956,64.754,49.825,26.884,38.423,19.684,20.552,13.211,11.395,26.156,7.8613,5.717,3.0007,6.4124,2.6208,5.9108,2.6279,0.97724,9.5873,10.842,8.3746,12.641,5.3395,12.828,15.744,5.8059,2.8976,5.1048,5.3738,5.3584,5.14,5.2866,5.5601,4.8787,5.1316,5.4342,2.5764,5.2849,4.8857,4.8601,4.7811,1.0297,0.42262,2.6867,0.6916,1.4001,3.7859,0.27449,0.81726,0.22179,0.020855,0.0026372,0.52938,0.57647,0.77677,2.6916,6.0375,2.3867,4.5693,3.6855,4.7347,4.7772,4.7437,183.43,189.18,77.363,60.247,28.432,46.884,18.652,28.057,17.776,18.707,23.006,20.051,11.407,5.9655,10.301,6.9112,4.0288,7.9647,7.5595,8.0336,4.1136,19.034,3.2819,7.2233,14.188,3.7377,2.9865,3.7306,5.3618,4.0644,7.9733,11.299,9.7259,4.9956,5.4414,5.3572,15.664,5.4841,5.2123,5.2121,5.2912,5.2912,3.0247,5.8716,6.0446,4.6105,6.0262,8.4747,0.14864,0.63492,0.018816,0.0015108,1.6213,1.1025,0.67873,3.8044,5.7667,4.4635,4.5386,32.475,41.204,20.01,19.974,15.288,9.8124,1.9503,10.408,7.4862,7.5868,7.6293,5.1075,5.2312,0.46306,0.86789,0.69735,0.67678,0.7364,11.992,9.1542,7.663,7.8471,7.5608,12.368,15.499,2.0864,0.66399,14.674,7.1977,4.0727,4.9183,8.889
8.0588,4.9872,6.4596,4.1628,9.2795,0.13262,0,0.36476,1.2531,2.6342,2.9858,167.01,52.755,26.087,7.6785,6.7816,8.8718,7.4757,8.3983,9.4454,59.768,46.035,24.317,34.576,17.017,18.908,10.937,10.231,24.303,6.0817,4.2304,2.3107,4.8374,2.4017,5.5755,2.9052,0.62588,10.053,11.378,9.1199,13.502,5.0127,13.516,16.725,6.0827,2.5736,5.1693,5.6569,5.5667,5.353,7.0525,7.3862,6.5896,6.8824,7.2516,3.8733,7.0512,6.6072,6.5731,6.4972,1.8798,0.85429,3.7445,0.22744,0.75218,4.1609,0.34653,1.1829,0.064707,0.055069,0.098317,1.1852,1.2589,1.5476,3.4152,6.704,3.5997,4.7976,4.0016,5.5844,5.2412,5.2671,193.42,199.08,83.879,65.632,31.928,51.78,21.883,31.629,20.759,21.572,25.747,23.443,13.963,7.3947,11.964,8.0174,3.952,9.4314,8.9922,6.3058,3.0756,16.596,2.1388,5.4616,13.925,2.7796,2.1175,3.6274,5.3722,4.3996,8.0232,12.214,10.55,5.1457,5.4204,5.5457,16.601,5.6111,5.4013,5.4113,5.5373,5.4925,4.3609,7.726,7.9347,6.2579,7.3963,10.44,0.46835,0.76122,0.12165,0.14946,2.6806,1.8822,1.4107,4.3328,6.5857,4.9602,5.06,36.756,45.353,23.323,23.243,17.984,11.837,3.1,12.109,8.4652,9.6372,9.5019,5.3319,5.4761,1.0862,1.6778,1.4361,1.4045,1.4894,14.099,11.293,9.1337,9.1752,9.0566,13.285,16.509,2.4154,1.3888,15.328,8.6066,4.3154,5.126,10.271
11.787,5.8673,6.8599,2.7159,7.4839,0.079827,0.36476,0,0.372,1.5455,2.7127,152.16,44.576,21.451,4.9752,4.9314,7.7231,6.3926,7.1174,8.145,69.262,53.892,29.891,41.9,22.213,23.103,14.096,13.31,29.02,9.4131,7.0611,3.0539,7.1093,3.4898,7.1502,2.0133,1.0569,10.639,11.923,9.1547,13.6,4.8386,13.918,16.778,4.8905,2.6382,4.366,4.4899,4.5161,4.3132,4.6214,4.8164,4.2147,4.45,4.656,2.0426,4.6178,4.1883,4.1804,4.0404,0.60496,0.1392,2.6289,1.0601,1.7377,4.4549,0.58565,1.0845,0.37218,0.13782,0.10061,0.3527,0.3717,0.52599,1.8903,4.9196,2.0101,5.4049,2.9368,3.6655,3.8545,3.7972,177.78,182.49,74.062,56.22,25.567,43.458,17.237,25.25,15.623,16.4,22.801,18.31,9.8744,4.6654,8.5803,7.2919,4.9837,8.0942,7.6873,8.7151,4.3955,21.564,4.2701,8.1336,15.912,3.9792,3.2438,3.2224,4.6343,4.7866,9.1726,12.141,10.537,4.2163,4.7268,4.526,16.725,4.6773,4.3928,4.387,4.4338,4.4582,2.6191,5.1649,5.2942,4.023,6.0686,8.0587,0.23025,0.41564,0.066,0.060117,1.1503,0.59811,0.42948,2.9452,4.6131,3.5543,3.6116,30.102,37.729,17.895,17.798,13.249,8.1407,1.4551,10.499,8.0211,6.8724,7.2365,4.2773,4.3795,0.29823,0.58026,0.45499,0.45144,0.49944,10.12,7.6065,7.7612,8.1028,7.6232,13.27,16.499,1.5143,0.42377,15.884,7.3164,3.3247,4.1134,9.1774
14.576,9.0276,5.5623,3.5253,4.6976,0.57298,1.2531,0.372,0,0.45747,1.7182,139.76,37.981,16.197,4.6557,5.8607,5.1892,4.1181,4.6156,5.4649,75.199,57.69,32.386,46.692,25.643,24.115,19.018,14.138,30.062,12.208,9.4768,5.5042,10.68,3.6464,7.0345,3.1868,2.6788,8.9297,10.006,7.1929,11.108,7.2545,11.634,13.894,6.5062,4.6931,6.2178,6.0447,6.1843,5.9478,2.3981,2.5678,2.1179,2.2858,2.4781,0.72027,2.3962,2.1157,2.1017,2.044,0.16469,0.46744,1.1665,2.5217,3.6733,3.5192,0.88098,0.75947,1.4374,0.806,0.6533,0.0018562,5.2913e-05,0.015537,2.297,5.9234,0.65302,4.5673,4.2164,4.1709,5.0446,4.8838,163.67,170.11,64.627,50.486,22.534,37.982,12.697,21.956,12.742,14.021,17.631,13.87,7.0805,4.158,8.1443,5.0735,4.6825,5.4037,5.0785,12.665,7.3219,24.458,6.4065,11.827,14.919,6.7785,5.8123,5.1275,6.5959,3.8658,8.2177,9.6947,8.346,5.9282,6.7427,6.2243,13.903,6.483,6.0728,6.0515,6.036,6.129,1.017,2.7961,2.9062,1.9619,3.731,5.0058,0.2845,1.362,0.67646,0.54861,0.28998,0.43887,0.007434,3.8919,5.3138,4.6482,4.6741,24.518,34.069,14.189,14.284,10.872,6.7885,0.41971,7.3171,5.8735,4.0577,4.3648,5.8904,5.9763,0.0062092,0.032751,0.0068932,0.0043178,0.010249,8.8712,5.8062,5.1072,5.5503,4.9633,10.729,13.598,2.5052,0.0050415,13.505,4.7764,4.7746,5.7286,6.4504
16.191,13.423,3.6284,6.2007,2.2378,1.6854,2.6342,1.5455,0.45747,0,0.76519,133.03,34.774,12.242,6.6132,9.0309,2.6042,1.8721,2.182,2.7784,77.052,57.603,32.12,48.515,27.079,22.693,24.287,13.312,28.279,14.141,11.231,8.9391,14.607,3.3631,5.9622,5.9768,5.1114,6.2321,7.0293,4.5452,7.6145,11.353,8.2156,9.8462,10.195,8.0624,9.9588,9.6226,9.8421,9.5463,1.2804,1.5201,1.1467,1.2581,1.5571,0.48927,1.283,1.2153,1.1715,1.2878,0.82653,1.8484,0.16719,4.3998,6.145,2.2125,1.4683,0.67715,3.1292,2.0759,1.8123,0.45318,0.46274,0.37436,4.4276,9.1542,0.18156,3.1638,7.3008,6.7572,8.2453,7.994,154.97,164.76,58.427,49.535,23.264,36.568,9.8245,22.306,12.745,14.806,12.483,11.528,6.3975,5.8532,10.457,2.6331,3.7546,2.7305,2.5029,17.054,11.023,25.265,8.2864,15.626,12.206,10.382,9.1259,8.6378,10.451,2.509,6.2149,6.4035,5.3898,9.557,10.645,9.903,9.8908,10.256,9.7153,9.683,9.6356,9.7777,0.29591,1.5612,1.7042,0.93499,1.5809,2.6015,0.88145,3.3842,1.9675,1.6825,0.5195,1.5305,0.46769,6.7274,8.2354,7.7193,7.7312,21.64,34.84,13.179,13.575,11.321,7.9681,0.47529,4.1173,3.32,2.311,2.143,9.4683,9.5624,0.51129,0.39506,0.42794,0.40488,0.37638,10.427,6.3041,2.5164,2.878,2.4109,7.251,9.572,5.0277,0.4577,9.8224,2.2926,8.0573,9.2769,3.5324
