0,96.357,50.926,109.17,53.802,18.759,18.121,41.835,33.966,4.3274,7.6253,3.7419,3.7698,20.14,22.127,19.113,18.822,20.413,36.59,30.367,13.959,55.715,83.17,64.061,61.247,48.377,34.996,43.081,61.245,59.568,41.813,35.539,15.934,14.823,5.2802,3.2669,10.645,38.691,17.689,2.5592,38.207,0.66727,4.7192,35.114,24.761,0.23018,18.191,18.595,16.974,20.495,22.706,61.586,25.191,52.266,47.344,31.267,33.086,34.676,32.971,34.559,32.357,32.257,30.424,33.129,31.458,30.69,30.351,45.48,24.668,17.442,8.3788,3.2067,2.7831,3.8985,4.8392,4.5993,3.3941,2.9938,2.08,2.8733,2.6238,38.071,34.961,0.3594,31.842,2.0255,0.76375,0.023436,0.7103,1.3688,22.596,24.113,21.659,22.653,22.245,19.922,26.286,25.069,37.549,38.797,46.163,41.714,18.605,4.8642,9.5656,10.938,20.57,62.817,71.277,37.255,53.143,55.364,41.356,39.172,44.822,37.473,23.556,25.757,2.7992,12.393,0.96178,0.93464,0.20659,0.13781,18.099,17.12,22.212,20.524,35.272,36.953,47.184,48.399,49.487,48.487,37.954,33.433,32.458,33.249,15.075,19.458,36.429,36.344,3.2799,4.3701,5.3864,5.2871,4.4089,31.322,32.978,0.7691,37.519,38.58,1.4471,1.089,0.95325,22.879,3.3006,14.863,12.636,22.096,22.832,21.498,21.986,24.104,25.129,26.752,25.263,3.495,27.621,14.087,14.706,16.447,15.88,17.187,28.618,40.591,27.544,33.195,43.535,29.27,4.604,41.033,26.607,17.097,17.862,0.66521,1.0415,0.61495,4.8142,35.975,34.799,1.2869,1.2363,4.842,4.3051,4.4723,5.072
96.357,0,50.351,394.73,282.56,152.06,148.7,20.446,52.32,68.205,71.942,81.278,92.658,36.965,122.91,123.6,124.47,127.09,178.51,157.66,165.08,6.6576,4.0788,19.539,21.776,56.837,29.174,60.296,60.741,294.75,259.73,227,189.57,181.52,139.66,132.8,164.7,179.82,163.27,124.3,169.84,112.05,78.968,144.21,126.86,89.534,34.56,33.094,35.653,31.167,29.477,35.491,27.437,34.297,24.536,54.261,61.222,61.549,61.296,61.88,57.419,57.418,63.175,65.264,65.584,60.801,59.472,65.14,85.044,85.648,61.029,84.079,84.415,82.229,86.662,90.036,80.455,82.44,83.567,83.785,82.48,123.36,109.25,85.703,110.99,73.179,79.965,99.027,82.008,78.108,157.65,125.12,129.94,128.52,127.92,123.54,157.17,154.33,180.66,165.2,204.97,176.19,158.77,138.67,163.86,160.67,180.44,54.916,36.375,38.01,48.122,21.636,51.1,55.93,51.903,47.279,214.09,221.33,109.16,146.23,91.947,94.963,89.93,96.137,33.729,34.701,29.873,33.059,31.625,20.041,36.393,30.577,31.024,30.066,60.729,47.99,67.476,65.583,36.69,29.721,99.855,89.581,84.516,74.462,87.776,92.007,107.92,122.09,101.87,80.149,100.03,116.64,75.095,77.684,78.24,100.4,64.006,110.68,95.439,123.51,125.76,126.67,127.36,154.05,153.16,147.22,153.18,126.63,185.97,164.98,168.26,170.39,169.36,171.31,69.178,53.209,59.85,57.342,51.653,57.363,90.308,103.86,96.716,172.94,177.01,89.478,86.11,82.234,89.436,115.52,118.03,82.393,84.222,88.964,91.282,88.759,86.971
50.926,50.351,0,213.66,141.6,48.065,46.238,8.582,1.7195,25.921,19.481,27.888,31.319,11.163,26.863,29.277,29.982,30.29,52.869,42.44,66.816,23.982,27.113,7.5941,6.1591,0.24083,5.5493,0.82198,0.85056,148.45,134.68,98.495,98.89,86.608,62.582,64.281,75.995,52.502,58.577,56.549,45.93,56.212,25.382,31.749,27.383,44.332,15.885,17.013,16.993,15.931,14.43,1.8416,13.455,1.5389,4.9381,2.427,2.4623,2.1539,2.4966,2.2139,2.3049,2.3293,3.3559,2.9497,3.4003,3.019,2.9889,1.1811,9.9269,13.787,18.257,29.778,30.947,27.745,27.108,28.689,28.557,29.95,32.879,30.558,30.981,20.114,14.968,43.567,16.667,33.944,42.946,51.534,40.464,36.157,48.409,26.834,31.033,29.569,29.505,28.662,44.954,43.929,53.812,42.618,66.636,48.339,53.531,63.214,80.109,69.301,70.683,0.6735,3.0572,2.1731,0.051322,5.9753,0.5006,0.92745,0.20917,1.0996,114.27,121.79,42.337,51.693,39.481,40.802,44.664,47.063,17.174,18.019,14.695,13.679,4.4299,11.177,1.2341,2.5533,2.3759,2.7035,1.4838,1.9017,3.4381,2.9676,20.552,22.171,11.044,7.7267,29.71,25.532,26.522,28.217,37.626,21.839,12.696,41.653,10.851,17.021,37.547,39.239,41.271,16.043,35.737,25.789,20.811,27.198,27.946,29.304,29.362,44.501,43.081,38.028,42.986,54.72,66.437,66.431,68.71,67.48,67.477,67.07,4.775,0.62801,3.89,2.1011,0.29979,3.148,28.78,11.472,12.992,68.946,71.904,40.383,37.601,41.792,28.082,17.268,18.725,36.023,36.38,27.867,29.706,28.476,26.794
109.17,394.73,213.66,0,9.6985,60.165,62.339,247.05,185.29,135.2,130.27,117.82,104.9,191.8,89.012,85.165,84.048,83.216,55.927,66.526,49.297,300.19,349.91,282.91,274.23,200.86,221.78,188.13,216.46,7.4753,16.594,23.288,43.882,43.56,67.14,74.69,51.73,57.179,51.27,79.202,64.992,92.783,120.6,84.223,88.19,113.76,195.7,199.25,193.13,204.08,208.75,252.52,214.75,239.08,247.34,178.88,172.22,174.06,171.96,173.47,176.17,176.03,165.99,167.11,164.36,169.42,170.69,185.56,131.89,122.58,145.52,114.6,114.38,116.65,111.55,107.77,118.93,116.65,115.94,115.09,116.81,108.49,118.92,118.64,112.9,130.98,126.69,106.01,121.85,124.89,58.852,89.117,81.87,84.259,84.374,86.052,62.671,63.838,55.229,69.717,45.544,63.72,54.96,68.332,54.387,52.503,41.724,226.84,267.69,210.57,220.29,264.91,197.78,187.99,201.97,197.32,34.32,33.765,89.28,60.886,107.8,104.65,113.44,106.67,197.71,195.48,207.62,199.76,217.97,241.87,227.87,238.84,239.82,239.8,179.89,190.54,163.38,166.88,191.47,209.31,131.12,142.52,114.06,126.36,110.43,105.78,89.857,100.85,124.14,125.43,132.46,116.13,130.25,127.44,128.05,112.7,147.04,93.438,106.96,88.405,87.061,84.751,84.624,63.145,64.878,71.687,65.002,76.052,42.007,49.34,47.588,46.469,46.987,46.067,155.97,193.76,166.4,177.45,200.33,171.99,107.47,133.27,121.32,45.152,43.08,111.43,114.49,122.43,108.46,113.72,109.53,118.76,116.44,108.99,106.38,109.16,111.25
53.802,282.56,141.6,9.6985,0,24.677,26.01,162.56,116.76,73.169,70.591,60.782,51.72,117.44,45.782,42.226,41.362,41.236,26.866,32.451,15.798,204.09,247.02,194.2,187.27,131.86,142.78,121.38,146.55,0.15057,1.3467,3.958,12.816,12.169,25.826,30.577,16.632,28.349,18.193,33.486,33.656,42.499,62.994,46.188,45.966,57.043,119.67,122.29,117.52,126.23,130.14,172.04,135.07,159.9,164.32,111.48,107.32,109.07,107.1,108.62,109.88,109.76,102.17,103.74,101.32,104.66,105.45,120.27,76.561,67.958,81.537,58.373,58.105,60.002,56.677,53.956,61.464,59.757,59.018,58.626,59.774,64.031,70.437,60.508,65.312,69.599,66.288,51.588,62.844,65.138,24.86,46.428,40.654,42.61,42.572,43.078,28.583,29.046,26.658,37.125,22.424,33.79,21.013,26.552,18.225,17.206,12.401,154.31,185.52,135.51,146.91,179.01,127.67,120.16,131.62,126.24,8.4039,8.7086,40.534,23.382,53.022,50.802,56.812,52.047,121.07,119.22,129.21,123.18,140.16,157.53,150.54,158.62,159.62,159.33,114.11,120.31,100.92,103.61,115.83,129.66,79.41,87.384,58.015,66.951,56.041,52.751,41.365,56.72,73.519,65.393,80.671,69.528,68.945,66.88,67.288,62.588,81.284,46.798,55.635,45.349,44.621,42.621,42.673,28.285,29.788,35.008,29.913,31.523,14.596,15.862,14.825,14.529,14.73,14.455,94.611,124.62,101.64,111.03,130.1,106.06,53.749,82.259,69.703,13.801,12.587,55.5,57.735,63.234,54.501,67.085,63.809,60.797,59.155,54.876,52.904,54.895,56.529
18.759,152.06,48.065,60.165,24.677,0,0.019513,64.27,34.411,19.472,15.146,13,9.1052,39.078,3.3785,2.3578,2.1525,2.1819,3.0322,1.9963,2.8273,95.142,121.38,82.164,77.503,42.455,51.401,36.597,51.174,27.583,22.73,8.9587,14.702,9.1038,7.1003,10.667,7.2902,3.7162,0.66628,9.1032,4.0601,14.319,13.222,5.4764,3.6634,17.86,42.44,44.463,41.661,46.296,47.93,66.658,50.387,59.513,63.662,31.634,29.159,30.035,29.048,29.796,30.622,30.56,26.546,27.249,26.045,27.868,28.33,36.052,14.308,10.993,21.081,12.39,12.738,12.475,10.222,9.2915,13.694,13.286,14.113,12.878,13.742,11.012,12.659,19.579,10.408,20.822,22.724,17.709,19.631,19.14,0.18829,3.713,2.1327,2.6478,2.6053,2.5852,0.85199,0.70964,3.2948,4.6889,6.1098,5.1055,0.16655,7.8054,10.004,4.7711,2.353,55.657,74.975,45.628,51.188,72.647,40.212,35.989,42.358,39.687,18.516,21.867,7.2067,0.89062,13.402,12.654,17.865,16.072,43.817,43.101,47.501,43.531,49.375,62.486,53.939,59.258,59.755,59.736,32.67,36.593,25.805,27.178,42.214,51.003,16.265,19.565,12.148,15.631,9.5866,8.3666,5.662,7.5429,13.546,21.644,16.908,12.934,21.981,21.488,22.598,8.6871,28.471,3.6472,6.7867,3.2658,3.1415,2.5615,2.6084,0.52042,0.7859,1.6893,0.817,7.1465,1.7186,2.6987,3.0467,2.3171,2.4444,2.0861,22.712,38.477,26.507,31.195,41.52,28.775,9.2078,18.051,11.527,2.5003,3.03,15.257,15.386,20.43,9.3511,11.64,10.345,16.519,15.701,9.4806,9.1084,9.7576,9.9967
18.121,148.7,46.238,62.339,26.01,0.019513,0,62.054,32.819,18.42,14.134,12.155,8.4284,37.384,2.9665,1.986,1.7958,1.8458,3.2318,1.9789,3.0495,92.483,118.32,79.66,75.075,40.761,49.418,35.021,49.38,29.013,23.874,9.7848,15.179,9.5087,7.0428,10.52,7.5169,3.9116,0.84109,8.8571,4.1258,13.904,12.337,5.223,3.2793,17.134,40.717,42.708,39.967,44.491,46.076,64.457,48.472,57.41,61.454,30.105,27.717,28.579,27.609,28.347,29.13,29.069,25.165,25.869,24.689,26.448,26.892,34.522,13.322,10.094,19.891,11.59,11.944,11.643,9.4511,8.5718,12.838,12.462,13.309,12.075,12.919,10.431,11.911,18.794,9.7209,19.85,21.845,17.112,18.794,18.246,0.24728,3.3113,1.8236,2.3088,2.2622,2.2045,0.86915,0.7005,3.5133,4.6851,6.5623,5.2199,0.27582,7.7353,10.217,4.9528,2.7227,53.751,72.663,43.768,49.297,70.29,38.513,34.393,40.63,37.974,19.234,22.647,6.766,0.8851,12.722,12.017,17.145,15.443,42.077,41.387,45.658,41.763,47.432,60.316,51.933,57.141,57.632,57.609,31.163,34.939,24.466,25.801,40.547,49.167,15.363,18.513,11.354,14.678,8.8286,7.6711,5.1975,7.0203,12.714,20.772,15.997,12.251,21.035,20.581,21.695,7.9462,27.332,3.1358,6.0788,2.8625,2.7621,2.2086,2.2602,0.51682,0.76037,1.5665,0.79029,6.9318,2.1023,2.9189,3.3036,2.5901,2.7081,2.3657,21.444,36.821,25.107,29.692,39.804,27.318,8.492,17.154,10.692,2.8005,3.3752,14.538,14.618,19.592,8.6213,10.971,9.7257,15.695,14.905,8.7437,8.4086,9.0201,9.2291
41.835,20.446,8.582,247.05,162.56,64.27,62.054,0,7.4919,20.21,19.096,25.94,31.82,4.0293,43.912,44.834,45.449,46.822,79.208,65.532,77.215,4.23,9.0028,2.6508,2.3768,10.729,0.7812,11.474,14.478,171.24,148.89,118.65,101.77,92.81,64.353,62.272,80.873,79.854,73.245,55.344,72.951,50.302,24.049,56.204,46.043,36.216,5.0448,5.0886,5.7857,4.1531,3.1584,5.5379,2.3223,3.4997,0.6759,8.1317,11.039,11.263,11.065,11.397,9.4268,9.4223,11.777,12.788,12.861,10.77,10.206,13.831,22.162,23.08,14.549,27.794,28.404,26.254,27.761,29.731,25.893,27.229,28.885,27.999,27.671,43.387,35.199,34.441,36.163,25.486,32.063,43.125,31.653,28.27,67.123,45.033,48.43,47.366,47.05,44.649,65.895,64.161,80.607,69.75,97.081,77.009,69.331,64.215,82.325,76.261,85.813,12.457,7.9466,2.8558,8.1158,1.3234,7.6105,9.2811,8.3131,5.8571,119.37,125.96,43.03,62.804,34.953,36.7,36.516,39.958,5.3248,5.9339,3.3549,3.8081,1.2162,0.30907,3.3519,1.9823,2.2353,1.8747,11.151,5.8725,13.742,12.935,7.5517,6.3832,30.064,24.643,27.938,22.378,27.988,30.355,40.602,42.673,31.059,31.524,30.207,39.494,27.807,29.516,30.659,30.512,23.091,37.696,29.301,44.288,45.599,46.37,46.732,64.172,63.333,58.982,63.313,55.502,86.987,77.016,79.415,79.904,79.426,80.169,14.411,8.3416,10.334,9.4327,8.0619,9.3223,29.876,32.479,28.277,81.647,84.682,34.406,31.895,32.347,29.254,38.784,40.229,29.8,30.645,28.981,30.63,29.132,27.766
33.966,52.32,1.7195,185.29,116.76,34.411,32.819,7.4919,0,14.393,9.6275,15.763,18.477,5.4476,17.819,19.254,19.775,20.291,41.362,31.827,48.895,22.947,30.618,10.773,9.0426,1.3754,3.6241,0.8424,4.2022,123.35,109.09,78.369,75.519,65.244,44.086,45.2,55.886,41.43,42.783,38.77,36.017,38.283,13.895,24.007,18.689,28.63,9.0241,10.049,9.7046,9.5248,8.709,5.3748,8.3827,3.4235,5.443,0.066696,0.35061,0.38413,0.35698,0.40858,0.12985,0.1317,0.57792,0.71551,0.77737,0.37545,0.30342,1.5254,4.7059,6.5644,8.8781,17.196,18.082,15.662,15.258,16.483,16.262,17.319,19.561,17.784,18.103,15.162,10.493,28.065,11.306,20.552,27.691,34.443,25.604,22.205,35.337,18.135,21.103,20.091,19.969,18.895,33.162,32.122,42.294,33.438,54.212,38.583,38.828,44.544,59.1,50.446,53.134,4.4117,8.1534,1.1444,2.1953,7.8099,0.36466,0.26076,0.75196,0.18986,89.364,95.915,27.227,36.308,24.723,25.776,28.895,30.797,10.083,10.591,8.8331,7.6448,2.7204,8.7458,2.2125,3.5945,3.6427,3.7406,0.44211,0.10231,0.97075,0.74877,12.289,14.515,7.6242,4.9809,17.148,14.007,14.861,16.197,23.638,15.363,8.3327,26.62,7.6628,12.773,23.405,24.709,26.36,9.2617,22.375,15.735,11.38,18.084,18.812,19.68,19.81,32.421,31.445,27.63,31.391,37.401,50.855,48.601,50.563,49.841,49.746,49.627,1.3513,0.30513,0.52838,0.11629,0.59298,0.26028,16.556,8.779,7.4655,51.145,53.686,25.443,23.249,26.683,16.027,12.511,13.472,22.031,22.296,15.86,17.257,16.298,15.037
4.3274,68.205,25.921,135.2,73.169,19.472,18.42,20.21,14.393,0,0.9344,0.65957,2.0362,6.1931,15.35,13.832,13.839,15.162,34.507,26.59,21.247,33.205,53.343,35.703,33.457,24.465,15.01,21.005,33.925,79.49,61.927,47.131,31.611,27.451,12.895,11.571,21.124,35.968,21.795,8.7898,33.562,6.8077,0.63499,26.731,17.526,2.5669,5.8559,6.3519,5.3132,7.3482,8.4736,33.263,9.9065,26.519,23.414,12.738,14.354,15.422,14.284,15.369,13.625,13.56,12.772,14.688,13.627,12.771,12.463,23.016,11.288,7.1316,0.67385,0.86945,0.87031,0.77901,1.4922,1.8621,0.53924,0.68623,0.80567,0.81055,0.67772,25.036,20.928,2.2973,19.208,0.55567,2.1717,4.6142,1.619,0.85503,22.535,16.853,16.358,16.641,16.308,14.253,24.287,23.043,35.516,32.96,45.874,36.93,21.006,12.71,21.326,19.51,27.583,34.733,40.48,16.188,27.406,29.229,19.284,18.058,21.71,16.501,41.899,45.633,4.7938,15.577,2.0085,2.4496,2.6492,3.4697,6.0684,5.6242,8.2059,6.9036,15.043,17.361,22.933,23.854,24.603,23.93,17.548,13.862,14.431,14.792,4.8831,8.074,20.583,19.243,0.92466,0.21937,1.7878,2.3245,4.727,20.61,18.629,1.8672,21.317,24.335,1.1141,1.3915,1.8179,12.213,1.483,9.3755,5.8836,15.437,16.245,15.672,16.064,22.485,22.824,22.47,22.897,9.112,31.801,21.238,22.385,23.417,22.966,23.883,12.111,18.868,10.708,14.167,20.807,11.638,1.9,24.137,13.945,24.353,25.804,1.9066,1.3397,1.8866,1.8389,22.495,22.132,0.95886,1.0934,1.7845,1.959,1.6618,1.5946
