0,20.432,1.7687,15.841,17.106,50.705,46.966,27.086,70.784,102.26,5.0341,31.621,24.217,7.79,4.6805,22.928,21.51,143.63,121.06,58.38,55.537,13.882,12.052,28.761,29.473,16.57,35.595,12.765,9.7527,6.752,5.4939,24.194,16.755,20.888,31.091,20.885,23.325,18.967,18.834,18.31,18.386,46.268,52.009,44.358,32.939,34.045,74.262,40.407,98.697,105.45,90.546,7.9838,7.802,7.6255,9.0119,9.8042,7.9387,7.2109,5.3027,6.7263,7.4072,7.331,6.5494,6.1198,26.787,32.864,33.233,25.044,25.335,27.76,27.238,6.7396,7.3515,5.8368,4.8218,6.5938,19.013,5.5704,14.907,14.439,11.713,15.927,23.237,18.617,14.666,24.231,19.299,15.312,172.51,166.86,166.95,86.422,78.793,111.56,45.266,33.721,23.5,34.168,38.304,16.814,26.418,15.808,21.716,26.569,37.915,29.777,13.764,36.564,0.47455,6.6097,4.2384,25.405,17.928,13.673,16.849,19.214,24.981,27.326,24.213,21.258,46.948,48.144,44.006,42.569,44.941,28.732,100.77,6.4642,3.1959,7.6706,7.7057,7.4177,7.5403,7.862,5.6529,5.7033,5.8747,6.3774,22.419,17.443,26.547,26.39,26.211,26.109,6.461,6.7236,6.3987,6.7856,8.0658,8.8808,6.7937,7.0186,13.128,14.264,16.365,18.964,13.443,20.567,16.018,21.889,21.806,154.77,165.37,129.37,119.83,67.663,83.355,41.337,51.657,29.447,24.745,13.866,13,20.442,16.34,19.479,21.753,7.0463,7.101,7.358,8.956,8.4007,8.3259,26.259,26.743,25.901,25.834,26.213,25.91
20.432,0,14.137,1.9882,22.603,26.481,23.781,50.543,101.9,81.199,9.0732,8.284,4.7278,34.214,30.05,7.1047,7.7099,158.53,129.67,69.894,49.462,20.081,21.96,16.219,26.035,18.575,17.35,2.8636,2.5559,21.333,20.282,21.565,29.406,26.073,16.756,3.4291,28.457,14.53,18.056,23.672,24.24,26.408,27.016,42.823,62.866,60.888,51.964,54.873,86.797,89.412,76.062,16.847,14.047,13.814,13.379,15.308,13.98,14.032,22.376,23.437,23.769,26.601,22.573,23.591,1.4184,8.5133,9.8667,9.7291,5.2912,7.7921,7.5342,29.698,31.795,30.19,27.204,25.857,3.4187,24.631,9.9656,9.3832,3.8619,11.024,10.456,9.8493,6.8268,8.908,11.188,5.9599,178.46,163.71,183.58,85.495,104.76,89.276,39.443,47.277,50.15,32.857,31.209,30.978,53.868,16.935,17.445,18.623,21.354,57.938,38.56,11.443,25.87,4.4474,33.369,1.993,25.326,20.81,31.047,36.245,27.098,25.336,31.889,32.935,22.829,24.063,23.129,23.993,53.839,45.127,86.426,10.661,12.084,13.985,14.297,14.376,14.561,13.571,22.846,22.045,23.595,22.307,11.006,8.0663,8.0024,7.6188,7.7162,7.7178,31.106,29.566,29.645,29.994,30.791,31.452,29.409,29.261,9.2416,6.7928,9.1139,10.216,7.3495,7.1122,9.4441,8.3352,9.3375,161.57,174.97,121.87,104.61,85.802,59.572,26.299,36.828,32.554,33.465,20.837,21.373,22.865,22.736,28.445,24.542,14.403,14.106,14.639,14.869,14.007,13.226,7.5318,7.5805,7.1111,7.5271,7.6183,7.6816
1.7687,14.137,0,8.4614,8.4468,33.543,30.525,19.205,58.227,78.064,0.96097,19.11,13.823,5.3922,3.2936,12.38,11.24,120.69,98.939,43.441,38.558,6.1799,18.197,31.78,35.89,21.654,37.935,10.969,4.802,2.4012,1.6917,13.115,9.0929,11.268,18.034,11.582,13.151,9.1673,9.2142,9.3296,9.4396,29.948,34.608,29.558,25.45,25.653,53.383,28.525,75.799,81.395,68.267,2.4996,2.2124,2.1092,2.837,3.3785,2.281,1.9069,1.9251,2.7089,3.0773,3.5347,2.4918,2.4666,17.429,20.103,20.195,13.707,14.579,16.05,15.674,3.9149,4.6347,3.6905,2.6641,3.0723,10.181,2.4219,6.4377,6.1518,5.1629,7.0908,12.295,8.9794,6.4946,13.162,9.4089,7.0377,145.7,139.02,142.49,66.237,64.184,86.261,29.881,22.775,17.029,21.135,24.01,9.3726,19.548,7.1507,26.057,30.804,41.461,43.704,23.651,35.939,2.4018,5.1092,4.1331,15.813,9.2706,6.1246,9.4045,11.696,14.121,15.592,14.164,12.405,30.534,31.484,28.135,26.985,31.45,19.166,77.386,1.4784,0.21825,2.1408,2.1748,2.0302,2.1037,2.2223,2.1454,2.0386,2.3633,2.3732,11.661,8.2725,15.058,14.989,14.834,14.754,4.1315,3.8795,3.7701,3.9989,4.7065,5.2109,3.8731,3.9328,5.3088,6.2326,7.4556,9.2071,5.6397,10.612,7.2028,11.457,11.31,129.49,139.74,104.03,94.416,52.759,61.189,26.057,34.557,17.781,14.727,6.245,5.7807,10.65,7.9756,10.645,11.683,1.8435,1.8551,2.0147,2.8776,2.5289,2.456,14.899,15.274,14.681,14.565,14.85,14.603
15.841,1.9882,8.4614,0,11.258,16.691,14.456,32.92,75.467,61.523,3.9299,3.8312,1.3182,22.109,19.608,2.0314,2.1618,125.91,100.59,48.438,32.589,9.6253,26.964,26.433,36.746,25.462,29.03,6.1214,0.86173,11.606,11.143,10.528,16.402,13.676,8.0101,0.53654,15.403,5.7875,8.0611,11.988,12.4,15.892,17.243,26.79,43.118,41.276,36.848,35.971,65.024,67.884,56.086,8.0338,6.1588,6.0386,5.5303,6.6943,6.0905,6.2617,12.837,13.261,13.35,15.665,12.624,13.554,1.6448,4.1629,4.7808,3.4844,1.6617,2.9642,2.778,18.466,20.097,19.227,17.021,15.26,0.35306,14.572,3.0557,2.7422,0.47311,3.6489,3.6742,3.0493,1.4481,2.9949,3.8142,1.0644,144.71,132.36,148.41,62.625,77.889,68.745,24.42,29.887,32.967,18.898,18.035,17.634,35.874,7.3514,25.95,28.477,33.833,65.121,42.152,22.261,19.475,4.9505,22.982,1.1453,13.217,10.165,17.686,21.653,14.419,13.24,17.965,18.865,13.912,14.83,13.573,13.861,35.208,28.284,65.038,4.3371,6.3294,6.1422,6.3413,6.448,6.5481,5.8374,13.099,12.449,13.632,12.461,3.8999,2.0829,2.8724,2.6873,2.7028,2.6893,19.802,18.357,18.537,18.708,18.999,19.341,18.198,17.997,2.7029,1.4369,2.5948,3.2621,1.7186,1.811,2.7676,2.489,2.9759,129.34,141.19,95.338,81.096,61.721,43.478,15.116,23.332,18.49,19.159,10.169,10.633,11.37,11.39,15.489,12.559,6.541,6.3326,6.6356,6.5161,6.0303,5.5361,2.6323,2.7226,2.4087,2.5705,2.6618,2.6464
17.106,22.603,8.4468,11.258,0,12.597,11.223,5.912,28.625,35.87,6.1284,11.041,10.263,6.5254,7.7159,6.9436,5.797,67.946,50.996,14.77,11,0.17806,50.115,63.631,73.828,53.661,70.1,28.093,11.89,2.6354,3.4044,0.97952,0.67028,0.20922,4.8736,10.325,0.53703,1.3803,0.50171,0.022509,0.034492,9.6816,13.284,6.4104,10.727,9.5744,21.108,7.3881,33.7,37.618,28.943,1.7578,2.2001,2.3278,1.8984,1.2799,2.1552,2.4804,3.9471,3.054,2.6709,3.5027,2.9925,3.5487,19.128,11.722,10.64,5.8249,10.208,8.9365,8.8695,5.1962,5.6393,6.3524,6.0688,3.8244,9.5311,4.3141,2.6338,2.9104,7.9601,2.2267,4.538,3.3564,4.6764,6.0458,2.8094,5.5216,85.466,79.408,84.735,27.539,30.768,41.418,6.754,4.6568,6.4884,2.9263,4.4891,0.98133,7.5584,0.42545,58.42,64.309,76.393,90.578,60.359,62.371,16.239,20.03,10.721,16.078,0.080065,0.19211,0.99098,1.9587,0.74431,1.342,0.90874,0.98002,11.672,11.909,9.5467,8.3064,7.9234,3.8552,34.855,3.9882,6.5951,2.2711,2.1936,2.3126,2.2214,2.2782,3.7508,3.532,3.7505,3.0631,3.8928,4.216,8.0145,8.2833,8.0881,8.0289,6.1577,5.1509,5.4961,5.2899,4.5589,4.2408,5.0166,4.753,2.9389,4.6666,3.307,3.2371,4.1817,5.9298,3.0558,5.4547,4.6991,73.247,81.422,53.256,46.467,21.582,25.839,6.8545,10.096,1.7217,1.1494,0.16988,0.29643,0.18705,0.013403,0.33699,0.28731,2.494,2.5216,2.2953,1.6061,1.9654,2.1755,8.2912,8.5269,8.4976,8.0533,8.1818,7.9506
50.705,26.481,33.543,16.691,12.597,0,0.081758,27.822,47.717,15.192,24.271,5.1563,9.0181,37.232,39.308,7.1767,7.3359,65.514,46.781,21.62,6.9969,14.395,84.806,83.76,102.75,83.281,86.688,42.913,23.676,25.249,26.857,6.5583,17.909,11.359,2.3875,11.494,10.911,7.8616,8.9104,12.122,12.405,0.23315,0.0092046,7.4486,36.144,32.348,4.3587,19.74,18.996,19.434,13.889,20.206,19.301,19.502,17.343,16.907,19.07,20.234,29.026,27.099,26.132,29.024,26.667,28.437,16.584,5.0332,4.0271,5.2208,8.2169,5.6873,5.939,33.731,35.003,36.448,35.242,29.715,12.194,30.618,10.688,11.159,17.277,9.7998,5.6341,8.0668,11.801,5.8014,7.4792,11.812,73.663,62.021,81.028,21.559,44.712,18.687,5.0269,17.859,31.777,6.4638,3.6574,19.214,32.674,11.014,84.147,88.202,95.391,144.21,106.97,71.777,52.335,38.808,45.781,14.117,13.552,15.049,19.234,21.405,8.803,6.3269,12.624,16.157,0.1358,0.0579,0.23935,0.44546,15.533,20.233,18.361,20.966,28.452,19.485,19.533,20.016,19.887,19.065,28.709,27.885,28.946,26.767,5.869,9.2786,5.7201,6.0031,5.968,5.9855,36.139,33.606,34.429,33.991,32.262,31.452,33.264,32.604,12.359,12.15,9.7016,7.7949,12.608,8.0554,9.8895,6.8863,6.5432,63.901,72.896,37.27,26.83,31.526,6.6614,1.0338,1.9045,9.1425,13.386,14.85,16.166,9.8332,13.423,14.291,9.7253,20.631,20.438,20.207,17.892,18.39,18.278,6.086,5.9738,6.4541,6.1663,6.0341,6.0472
46.966,23.781,30.525,14.456,11.223,0.081758,0,26.726,48.068,17.226,21.64,4.0276,7.4311,34.76,36.539,5.7291,5.8693,68.182,49.063,22.075,7.5191,12.785,79.622,78.801,97.135,78.165,81.755,39.302,20.975,22.976,24.444,5.6075,16.462,10.231,1.6463,9.6719,9.9292,6.5225,7.6221,10.829,11.117,0.20899,0.13374,7.5148,35.117,31.478,5.4789,19.463,20.932,21.567,15.591,18.08,17.132,17.313,15.279,14.94,16.914,18.005,26.562,24.795,23.901,26.731,24.355,26.057,14.564,3.9435,3.0374,3.9966,6.711,4.4366,4.6569,31.279,32.562,33.853,32.598,27.348,10.298,28.146,8.9818,9.4012,14.984,8.1925,4.3735,6.5679,9.9383,4.5058,6.065,9.935,77.118,65.506,84.148,23.07,45.469,20.98,5.1329,17.309,30.392,6.0669,3.4393,17.75,31.417,9.5219,79.059,83.043,90.183,137.45,101.19,67.446,48.688,35.327,42.773,12.211,12.229,13.424,17.772,20.039,7.9218,5.5672,11.677,15,0.022037,0.010308,0.068525,0.26062,15.533,19.393,20.361,18.582,25.661,17.302,17.359,17.812,17.698,16.895,26.282,25.478,26.535,24.438,4.5961,7.6395,4.4491,4.7028,4.6687,4.6833,33.601,31.156,31.932,31.536,29.945,29.213,30.828,30.202,10.509,10.259,8.0504,6.3283,10.694,6.5144,8.2315,5.4695,5.1726,66.975,76.137,39.973,29.344,32.15,8.0832,0.86342,2.2228,8.5021,12.459,13.24,14.488,8.677,11.994,13.057,8.6526,18.389,18.198,18.001,15.844,16.279,16.148,4.7761,4.6811,5.1052,4.8433,4.7284,4.7366
27.086,50.543,19.205,32.92,5.912,27.822,26.726,0,10.554,38.821,19.608,32.238,31.698,6.2701,9.6564,25.522,23.313,46.798,35.541,7.4247,13.419,6.9447,73.891,99.127,107.6,81.62,108.74,54.846,32.212,8.1306,9.5302,9.3028,2.8493,4.98,18.813,31.847,4.5583,12.823,9.5665,5.5753,5.281,22.962,28.723,8.6576,0.71357,0.49779,29.664,2.263,31.901,37.151,29.884,9.7587,11.936,12.209,12.155,10.362,11.941,12.208,9.0311,7.4895,6.9136,6.4102,7.8656,7.9548,46.269,33.294,31.109,22.915,31.528,28.847,28.796,6.829,6.3564,7.945,9.0646,7.1271,30.382,8.2927,16.331,16.949,26.48,15.374,20.364,18.148,20.883,23.523,16.769,22.672,65.262,64.28,60.178,21.696,13.486,43.684,11.256,1.5169,0.28075,7.5238,11.459,2.3842,0.20775,9.4861,89.841,98.225,115.53,112.27,78.735,101.74,22.871,41.63,11.775,41.478,4.6259,6.5026,2.3652,1.1883,5.9624,8.2738,3.2772,2.1683,27.884,27.745,24.198,21.708,4.5192,0.63214,34.122,16.057,18.141,12.042,11.764,11.823,11.616,12.329,8.5638,8.7347,8.1783,8.0803,18.997,20.109,27.214,27.771,27.411,27.308,7.2797,6.8396,7.2007,6.7966,5.5996,4.9513,6.7603,6.5306,16.801,20.807,18.041,17.845,19.655,23.645,17.437,22.563,20.935,54.596,60.265,44.815,43.481,9.5162,33.636,18.142,18.647,5.081,2.8103,6.4963,6.1838,6.7014,5.6975,3.5032,6.1439,11.979,12.199,11.635,10.887,11.761,12.482,27.805,28.199,28.256,27.394,27.596,27.181
70.784,101.9,58.227,75.467,28.625,47.717,48.068,10.554,0,33.773,58.089,66.197,69.254,31.839,39.298,59.603,56.627,16.458,12.929,5.2681,19.11,32.128,140.08,173.66,185.52,150.87,185.77,111.93,77.057,37.139,40.114,30.942,22.904,24.891,43.701,71.215,22.75,40.003,34.338,27.377,26.789,41.978,48.484,17.575,7.2404,6.6664,36.171,7.422,23.52,28.449,25.575,39.823,43.799,44.35,43.686,40.17,43.753,44.509,39.103,35.823,34.538,33.361,36.631,36.827,91.91,67.284,63.416,54.071,68.385,62.609,62.805,33.864,32.525,36,38.69,34.958,69.729,37.474,48.153,49.443,66.774,45.997,50.71,49.372,56.013,55.538,46.656,58.707,29.904,33.041,23.585,12.999,0.60029,36.133,21.806,10.392,12.714,21.878,26.517,21.906,10.72,35.764,161.85,172.89,195.02,188.33,144.69,174.95,63.029,93.343,42.427,84.781,25.794,31.411,21.85,18.13,24.432,27.309,19.797,19.232,50.07,49.119,45.472,42.018,9.0969,11.581,26.177,51.508,56.154,44.038,43.531,43.747,43.333,44.469,38.125,38.49,37.298,37.093,48.815,53.314,60.52,61.54,61.031,60.913,34.514,33.907,34.625,33.749,31.125,29.615,33.77,33.319,49.83,56.081,50.345,48.674,54.532,57.681,49.488,55.16,52.444,23.39,25.682,25.083,29.804,2.0717,37.262,36.537,31.085,20.18,18.577,31.308,31.13,28.315,28.615,22.833,26.577,44.165,44.535,43.436,41.466,43.247,44.549,61.667,62.069,62.615,61.206,61.341,60.805
102.26,81.199,78.064,61.523,35.87,15.192,17.226,38.821,33.773,0,66.836,37.893,46.801,67.274,74.229,41.226,40.749,24.573,14.435,15.04,7.4115,40.834,162.57,168.39,192.98,163.62,173.52,106.35,72.382,57.719,61.309,27.247,38.997,31.115,25.288,51.834,28.532,35.128,33.762,34.247,34.242,15.012,14.917,12.56,43.158,38.442,3.2771,22.672,1.0936,0.49532,0.62812,53.098,54.015,54.553,51.356,48.963,53.69,55.579,63.197,59.062,57.163,59.672,59.058,61.184,63.467,37.653,34.716,35.728,45.049,38.701,39.299,65.052,65.481,69.248,69.681,61.45,52.797,63.993,43.622,44.907,60.249,41.256,35.53,39.671,48.383,37.371,37.528,49.28,25.127,17.178,32.614,4.9609,27.086,0.20798,11.496,25.25,45.595,18.339,15.51,39.877,44.239,38.025,166.92,173.7,185.53,237.01,186.75,152.81,100.28,96.792,82.532,58.408,35.207,41.293,39.856,39.317,26.302,23.891,28.568,33.392,18.179,17.103,17.656,17.024,16.885,30.63,0.61989,59.805,71.188,54.374,54.183,54.916,54.54,54.039,62.266,61.552,62.038,59.449,35.324,43.239,38.389,39.21,39.034,39.048,67.969,64.95,66.277,65.248,61.678,59.778,64.501,63.51,46.951,48.966,42.876,38.913,49.147,42.414,42.856,39.45,37.928,20.637,25.884,5.9998,1.8607,19.425,1.7844,15.79,9.3196,22.623,28.559,40.949,42.648,31.27,37.088,33.913,29.758,55.917,55.855,55.004,50.966,52.539,53.037,39.415,39.246,40.39,39.498,39.239,39.16
